,n_rejected,workertimes,unp_rank,generations,param_norm,grad_norm,n_reused,walltimes,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
56,0,3.3304660320281982,1,56,23.38169,5.617263,0,218.64963793754578,-0.8760082721710205,-0.8760014176368713,0.05,-5.9914646,0.05,-0.974913477897644,-0.7570375204086304,-0.8759997487068176,0.001425489317625761,-87.5999755859375,-0.7479983,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
57,0,3.286795139312744,1,57,23.56102,5.3467917,0,222.6732804775238,-0.8657258749008179,-0.865705132484436,0.05,-5.9914646,0.05,-0.9227757453918457,-0.769181489944458,-0.8657456040382385,0.0010714930249378085,-86.5745620727539,-0.74464023,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
58,0,3.4996330738067627,1,58,23.736809,5.6761274,0,226.91742706298828,-0.8534361720085144,-0.8534526824951172,0.05,-5.9914646,0.05,-0.9497374296188354,-0.782028317451477,-0.8534432053565979,0.000895137432962656,-85.34432220458984,-0.72940654,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
59,0,3.3293676376342773,1,59,23.9117,5.651315,0,230.9925491809845,-0.8369165658950806,-0.8368837237358093,0.05,-5.9914646,0.05,-0.9166672229766846,-0.7410048246383667,-0.8369165062904358,0.0012941487366333604,-83.691650390625,-0.7152611,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
60,0,3.1590123176574707,1,60,24.085377,5.7517076,0,234.83957147598267,-0.8201908469200134,-0.8201541900634766,0.05,-5.9914646,0.05,-0.9022071361541748,-0.7485464811325073,-0.8202081322669983,0.0008441550307907164,-82.02081298828125,-0.6836545,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
61,0,3.2316701412200928,1,61,24.257668,5.6939764,0,238.81209135055542,-0.8054733872413635,-0.8054980039596558,0.05,-5.9914646,0.05,-0.8638556599617004,-0.7371347546577454,-0.8054230213165283,0.0008118536206893623,-80.54230499267578,-0.6947399,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
62,0,3.2713088989257812,1,62,24.425304,5.709352,0,242.68800735473633,-0.7988598346710205,-0.7988398671150208,0.05,-5.9914646,0.05,-0.9315254092216492,-0.7047874331474304,-0.7988520264625549,0.001372088328935206,-79.88520050048828,-0.6449634,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
63,0,3.346728801727295,1,63,24.591696,5.4605236,0,246.66022753715515,-0.7839073538780212,-0.7838830947875977,0.05,-5.9914646,0.05,-0.846214771270752,-0.6940085887908936,-0.7839040160179138,0.00105180311948061,-78.3904037475586,-0.6455227,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
64,0,3.2711739540100098,1,64,24.755857,5.744443,0,250.69693446159363,-0.7628465890884399,-0.7628193497657776,0.05,-5.9914646,0.05,-0.8308603167533875,-0.6971383690834045,-0.7628756761550903,0.0008468457381241024,-76.28756713867188,-0.6570276,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
65,0,3.363053798675537,1,65,24.918173,5.642349,0,254.65810775756836,-0.7632783055305481,-0.7633914947509766,0.05,-5.9914646,0.05,-0.8408916592597961,-0.6782503128051758,-0.7632241249084473,0.0010171900503337383,-76.3224105834961,-0.63682014,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
66,0,2.937934160232544,1,66,25.079065,5.6363134,0,258.14686584472656,-0.7457761168479919,-0.7457864284515381,0.05,-5.9914646,0.05,-0.8390234112739563,-0.6770525574684143,-0.7457910180091858,0.0012031258083879948,-74.5791015625,-0.63891053,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
67,0,3.3941237926483154,1,67,25.23946,5.743354,0,262.13923716545105,-0.7353746891021729,-0.7353905439376831,0.05,-5.9914646,0.05,-0.8302181363105774,-0.6441932916641235,-0.7353217601776123,0.0012644310481846333,-73.53217315673828,-0.61979747,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
68,0,3.0033514499664307,1,68,25.39741,5.6567645,0,265.73371958732605,-0.7289408445358276,-0.7288859486579895,0.05,-5.9914646,0.05,-0.8030176162719727,-0.6556527018547058,-0.7289831042289734,0.0008805508259683847,-72.89830780029297,-0.5949004,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
69,0,3.4213900566101074,1,69,25.552067,5.5057235,0,269.75463104248047,-0.7184019088745117,-0.7184706330299377,0.05,-5.9914646,0.05,-0.801403284072876,-0.6495025753974915,-0.7183417677879333,0.0013993652537465096,-71.83417510986328,-0.6212301,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
70,0,3.3798935413360596,1,70,25.701077,5.509025,0,273.6515316963196,-0.7059026956558228,-0.7059743404388428,0.05,-5.9914646,0.05,-0.7822972536087036,-0.6136572957038879,-0.7058311700820923,0.0009218198247253895,-70.58311462402344,-0.57877004,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
71,0,3.393526315689087,1,71,25.852272,5.7145176,0,277.66214513778687,-0.6989620923995972,-0.6989160180091858,0.05,-5.9914646,0.05,-0.7762572169303894,-0.6302186846733093,-0.6989969611167908,0.0009312638430856168,-69.89969635009766,-0.60399085,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
72,0,3.2946126461029053,2,72,26.002192,5.697637,0,281.555379152298,-0.6933845281600952,-0.6934331059455872,0.05,-5.9914646,0.05,-0.8304026126861572,-0.5967989563941956,-0.6933574676513672,0.0012515760026872158,-69.33574676513672,-0.6107048,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
73,0,3.3981616497039795,1,73,26.149578,5.7034807,0,285.54923701286316,-0.680141031742096,-0.6801320314407349,0.05,-5.9914646,0.05,-0.7395433783531189,-0.6156754493713379,-0.6801130175590515,0.000759168469812721,-68.01129913330078,-0.5731991,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
74,0,3.4825072288513184,1,74,26.299246,5.6426177,0,289.63087701797485,-0.6751824021339417,-0.6752616763114929,0.05,-5.9914646,0.05,-0.752005934715271,-0.5820115804672241,-0.6751604676246643,0.000896643556188792,-67.51604461669922,-0.56717074,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
