,grad_norm,generations,workertimes,walltimes,n_rejected,unp_rank,n_reused,param_norm,baseline_mu,baseline_sigma,sigma,beta,estim_mu_var,var_mu_change,estim_sigma_var,var_sigma_change,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
23,8.2144375,23,31.830344438552856,2241.466906309128,0,1,0,106.10916,9.000000953674316,9.00001049041748,0.051504973,-5.927942,168939.8516054557,0.0017464364867510384,98053727336380.3,1964299.7102670446,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
24,8.1986475,24,31.582736492156982,2335.2516691684723,0,1,0,110.6429,9.000000953674316,9.000009536743164,0.051469576,-5.927942,168140.78513074946,0.009548391389716984,98342778958887.22,18415076.20168931,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
25,2.64216,25,30.76015281677246,2427.9018456935883,0,1,0,115.791466,8.999996185302734,9.0,0.05147879,-5.927942,170098.78298600434,0.008027089743194219,98300385829296.62,27368517.202602815,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
26,2.6472316,26,31.225958347320557,2521.956806898117,0,1,0,121.196266,8.909955978393555,8.909894943237305,0.051516507,-5.927942,169612.6403871557,0.001161195665312717,97891198903233.6,11537130.562733542,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
27,8.225118,27,31.437105894088745,2614.909985780716,0,1,0,126.86092,9.000004768371582,9.00001049041748,0.051547434,-5.927942,161420.36340131605,2.9307008442678278e-05,97706251966755.27,43554.67528752912,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
28,2.6569736,28,31.475470542907715,2707.203762292862,0,1,0,132.73207,8.909829139709473,8.909624099731445,0.051613558,-5.9355936,168600.05524475957,0.0005116983643317163,97244816495854.4,1445917.1526850527,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
29,2.660676,29,31.60340976715088,2800.162846326828,0,1,0,138.57211,8.90997314453125,8.91000747680664,0.05167452,-5.9355936,167473.03458537316,6.618847763579722e-05,96695944039607.73,59894.454342281766,1.0,1.0,0.0,9.0,8.91,0.8019,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
30,8.289903,30,31.78752112388611,2893.4510436058044,0,1,0,144.43066,9.0,9.000004768371582,0.05173138,-5.9355936,165956.06469515368,0.00010135277578750311,96351714023025.66,16899.465554000813,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
31,2.6676538,31,31.552489757537842,2987.603784561157,0,1,0,150.32622,8.999995231628418,9.000009536743164,0.051748715,-5.9355936,167275.46120099805,0.038797492273357104,96051965428881.22,80244993.59484115,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
32,2.664404,32,31.644380569458008,3081.5563735961914,0,1,0,156.07956,8.999996185302734,9.000005722045898,0.0516843,-5.9355936,168611.8296673848,0.001034422369418158,96710311751087.38,1500207.807995451,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
33,8.244358,33,30.664955139160156,3174.380336999893,0,1,0,161.75406,9.0,9.0,0.051603198,-5.9355936,168875.7000258445,0.001415594449551682,97339229296380.31,536241.2702248208,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
34,2.644148,34,31.05486512184143,3266.80118227005,0,1,0,167.38063,8.999996185302734,9.000005722045898,0.051502854,-5.9355936,168142.5804723905,0.004669306189968217,98025366692560.83,10414387.241209142,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
35,2.638168,35,31.282896518707275,3358.578416824341,0,1,0,172.81349,8.909964561462402,8.909974098205566,0.051416464,-5.9479804,168439.96644995772,0.006228099917633614,98682671720889.02,16777295.876323834,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
36,2.6312172,36,31.090639114379883,3449.8946363925934,0,2,0,177.96101,8.910052299499512,8.910080909729004,0.05133621,-5.9479804,167490.62313239358,0.00018084039624583677,99331001159625.9,501509.31163962785,1.0,1.0,0.0,10.0,8.91,0.8219,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
37,2.623401,37,31.63436460494995,3548.251457452774,0,1,0,182.77576,8.729825019836426,8.729626655578613,0.051262937,-5.9479804,171389.67385591345,0.0036299539648045253,99889607158891.3,14011899.292403439,1.0,1.0,0.0,9.0,8.73,2.357100000000001,873.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
38,2.6170433,38,31.283187866210938,3641.675482749939,0,2,0,187.22624,8.740227699279785,8.740528106689453,0.051206697,-5.9479804,156187.98820301064,0.00015825721659356182,100318081699185.94,144721.58296309036,1.0,1.0,0.0,10.0,8.74,2.3723999999999994,874.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
39,2.6129303,39,31.671420574188232,3735.034719467163,0,1,0,191.30743,8.910030364990234,8.91016960144043,0.051159777,-5.9479804,172198.552211625,0.005196600897383572,100794737900152.34,7220992.944539545,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
40,2.609017,40,31.338048934936523,3827.8326699733734,0,1,0,195.02116,8.859869003295898,8.859709739685059,0.051134825,-5.9479804,171317.7471005176,5.374730814889408e-06,100937867840964.86,107416.96229023533,1.0,1.0,0.0,9.0,8.86,1.0403999999999998,886.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
41,2.6066074,41,31.915158987045288,3921.5965287685394,0,1,0,198.37721,8.630244255065918,8.630516052246094,0.051116552,-5.9479804,171856.66414693056,0.0015586416754380177,100994775790980.1,3321866.5437097307,1.0,1.0,0.0,9.0,8.63,2.8731,863.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
42,2.6048815,42,31.337849140167236,4013.2993738651276,0,1,0,201.39346,8.640021324157715,8.639995574951172,0.051099006,-5.9549937,171604.0605744794,0.02389033912200684,101061807078402.78,40335789.741428666,1.0,1.0,0.0,9.0,8.64,3.1104,864.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
43,2.6019793,43,31.699156284332275,4105.866325378418,0,1,0,204.09184,8.170119285583496,8.170159339904785,0.05105822,-5.9549937,170171.8408984994,0.001712823010770791,101509119358433.69,3248344.1002951586,1.0,1.0,0.0,9.0,8.17,6.181099999999999,817.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
44,2.5996318,44,31.362858772277832,4198.645540237427,0,1,0,206.48972,8.459725379943848,8.459541320800781,0.051021,-5.9549937,173120.20763733465,0.0023415069333282924,101819311917545.53,7095513.112337833,1.0,1.0,0.0,9.0,8.46,4.568400000000001,846.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
45,2.597417,45,31.493613481521606,4294.03568816185,0,1,0,208.60641,8.470322608947754,8.470784187316895,0.050984457,-5.9549937,173396.0237832788,0.003082385340398312,102186963943956.86,7753473.059662749,1.0,1.0,0.0,9.0,8.47,3.9290999999999996,847.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
46,2.59372,46,31.29245162010193,4387.588963270187,0,2,0,210.46582,8.420104026794434,8.420495986938477,0.050966714,-5.9549937,171725.1430321502,0.0012394524644084369,102185010465872.14,4785512.5162691,1.0,1.0,0.0,10.0,8.42,4.6236,842.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
47,2.5929625,47,31.413816213607788,4481.56875872612,0,1,0,212.08102,8.440240859985352,8.440475463867188,0.050944034,-5.9549937,170679.87953121986,0.016408331471229217,102478451245383.12,25953283.948405623,1.0,1.0,0.0,9.0,8.44,4.2863999999999995,844.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
48,2.5905578,48,30.78968620300293,4573.560460567474,0,1,0,213.47421,8.009693145751953,8.009264945983887,0.050938934,-5.9549937,173178.63173411577,0.0016062192647335945,102450278050136.42,6859775.858751357,1.0,1.0,0.0,9.0,8.01,7.929900000000003,801.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
49,2.5916018,49,31.141667127609253,4665.133031368256,0,2,0,214.66447,8.3299560546875,8.329811096191406,0.050920133,-5.9622116,173710.801620639,0.004589617490044081,102623099102819.66,11363041.440711714,1.0,1.0,0.0,10.0,8.33,5.401099999999999,833.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
50,2.588382,50,31.768038511276245,4757.335527896881,0,1,0,215.67044,8.210246086120605,8.210384368896484,0.05091394,-5.9622116,173705.7002506597,0.00018750308966201473,102639197984150.36,415512.6448649059,1.0,1.0,0.0,9.0,8.21,6.3459,821.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
51,2.5882688,51,31.34846830368042,4849.9972059726715,0,1,0,216.5072,8.199867248535156,8.199769020080566,0.050905265,-5.9622116,171207.78004265277,0.006258622380510518,102724476427749.75,5795901.636068519,1.0,1.0,0.0,9.0,8.2,6.1400000000000015,820.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
52,2.5861042,52,31.52016830444336,4943.300188541412,0,3,0,217.19035,7.59015417098999,7.590298175811768,0.050891053,-5.9622116,173909.06371637192,0.0046928592361968275,102751647318151.73,13367648.41129809,1.0,1.0,0.0,10.0,7.59,10.161900000000001,759.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
53,2.584575,53,31.775071620941162,5037.089524507523,0,1,0,217.73613,8.3298921585083,8.329851150512695,0.05086411,-5.9622116,172767.24243893466,1.2125986589260375e-05,103104386578683.44,50000.45477886181,1.0,1.0,0.0,9.0,8.33,5.0611,833.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
54,2.5784554,54,31.365455865859985,5129.718434095383,0,2,0,218.15894,7.979926109313965,7.979896545410156,0.050836485,-5.9622116,173983.9784708597,0.01952021754492105,103194817105510.28,42538110.3999466,1.0,1.0,0.0,10.0,7.98,7.5796,798.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
55,2.5783465,55,31.06769061088562,5221.854557752609,0,1,0,218.46712,7.9799113273620605,7.9797682762146,0.050786234,-5.9622116,173838.97013573197,0.001065486906955381,103637468301871.81,4120265.440153807,1.0,1.0,0.0,9.0,7.98,7.399600000000003,798.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
56,2.569607,56,31.1353702545166,5313.980437278748,0,3,0,218.67484,7.919699192047119,7.919318675994873,0.0507367,-5.969936,171879.86818126726,0.003154510795673663,104044655766244.42,9014794.45181348,1.0,1.0,0.0,10.0,7.92,8.053599999999998,792.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
57,2.5669565,57,31.481700897216797,5406.870497226715,0,1,0,218.79175,7.970066547393799,7.970119953155518,0.050687063,-5.969936,174775.277022117,3.339306560352038e-05,104582837015550.89,22535.70449223838,1.0,1.0,0.0,9.0,7.97,6.729099999999999,797.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
58,2.5625424,58,31.435832977294922,5500.051977157593,0,2,0,218.82591,8.369832992553711,8.369747161865234,0.05065134,-5.969936,175589.7270125056,0.000222334238697096,104893950778083.0,4130749.781131598,1.0,1.0,0.0,11.0,8.37,4.7931,837.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
59,2.5595853,59,30.758094787597656,5592.850014448166,0,1,0,218.78618,8.04995059967041,8.049985885620117,0.050620787,-5.969936,175829.93190261957,0.001071870276150441,105163674698529.64,5254210.604204616,1.0,1.0,0.0,9.0,8.05,7.227500000000003,805.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
60,2.5605474,60,31.118539571762085,5686.679446697235,0,1,0,218.6799,8.180066108703613,8.180245399475098,0.05060504,-5.969936,173205.33626420717,0.009197938408932866,105078888543828.62,27667232.388330404,1.0,1.0,0.0,9.0,8.18,6.247600000000002,818.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
61,2.555603,61,31.088767290115356,5779.867866754532,0,1,0,218.51482,8.689838409423828,8.689666748046875,0.050575502,-5.969936,173003.8860903601,0.0036685036007570214,105507232002880.6,9005091.084138544,1.0,1.0,0.0,9.0,8.69,2.0939000000000014,869.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
62,2.5551722,62,31.099292755126953,5872.6297562122345,0,1,0,218.3,8.299897193908691,8.2998628616333,0.05055415,-5.969936,175001.0893954161,0.006151232558526574,105698083160680.66,16700135.485193158,1.0,1.0,0.0,9.0,8.3,5.150000000000001,830.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
63,2.5513616,63,31.28327441215515,5964.9726395606995,0,1,0,218.03745,8.639894485473633,8.639741897583008,0.050541125,-5.976669,175739.3239532153,0.0018214219940747723,105675959557678.47,2636641.6723762867,1.0,1.0,0.0,9.0,8.64,2.630399999999999,864.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
64,2.5500698,64,30.947057008743286,6056.608158588409,0,2,0,217.73434,8.259963989257812,8.259939193725586,0.050528098,-5.976669,174687.0620685323,0.00032100664625084123,105754351338224.8,1530160.458279036,1.0,1.0,0.0,10.0,8.26,5.992399999999999,826.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
65,2.5481353,65,31.252278327941895,6149.7858855724335,0,2,0,217.39307,8.60003662109375,8.600110054016113,0.050499473,-5.976669,176292.42925753133,0.0013110879454089222,106077899809373.95,1773431.232508734,1.0,1.0,0.0,10.0,8.6,3.3399999999999994,860.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
66,2.5442116,66,31.40964150428772,6242.836327075958,0,1,0,217.01761,8.400280952453613,8.400642395019531,0.05047724,-5.976669,175232.83647639776,0.010547315759814593,106189906627704.92,24886379.51310711,1.0,1.0,0.0,9.0,8.4,4.760000000000002,840.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
67,2.5425901,67,30.85574984550476,6335.466026544571,0,1,0,216.61464,8.629741668701172,8.62944507598877,0.0504366,-5.976669,172861.32706627558,0.004280368156343274,106755019673005.73,5348384.857059374,1.0,1.0,0.0,9.0,8.63,3.1131000000000006,863.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
68,2.5408568,68,31.25662589073181,6428.038237571716,0,2,0,216.18576,8.910002708435059,8.909989356994629,0.050416246,-5.976669,177218.5752321714,0.00017798126539663676,106692473630350.08,196243.5587879433,1.0,1.0,0.0,10.0,8.91,0.8218999999999999,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
69,2.5325508,69,31.49985098838806,6521.324786901474,0,1,0,215.7362,8.850089073181152,8.850123405456543,0.050397284,-5.976669,176934.89644260227,0.0015235236501438777,106868337020507.98,1123752.0013745262,1.0,1.0,0.0,9.0,8.85,0.9674999999999995,885.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
70,2.536914,70,31.20352530479431,6612.711835861206,0,1,0,215.26817,8.91003704071045,8.910138130187988,0.050371263,-5.969788,177272.91605509777,0.027114381934342034,107305741827783.0,63412815.803119935,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
71,2.5353167,71,31.68554925918579,6706.145297527313,0,1,0,214.78394,8.910079002380371,8.910199165344238,0.050377775,-5.969788,177544.85212249897,1.7200510138774886e-05,107061798960614.23,325694.6026402019,1.0,1.0,0.0,9.0,8.91,0.8019000000000002,891.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
72,2.5369751,72,31.061647176742554,6798.5526123046875,0,2,0,214.28513,8.739907264709473,8.739836692810059,0.05039071,-5.969788,177225.22825372862,0.00023105919971336042,106970468135890.61,255708.34970623956,1.0,1.0,0.0,10.0,8.74,2.3724000000000003,874.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
73,2.5400677,73,31.218161582946777,6892.41561460495,0,1,0,213.77432,8.629921913146973,8.62993049621582,0.05040602,-5.969788,176955.46999541507,0.02239635608399935,107000292982732.72,55980157.55210704,1.0,1.0,0.0,9.0,8.63,3.1131000000000006,863.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
74,2.5397358,74,31.358543395996094,6985.521121025085,0,1,0,213.25464,8.459793090820312,8.459722518920898,0.050434414,-5.969788,177051.27290767475,0.005984647850328085,106671858346985.8,20383851.33502553,1.0,1.0,0.0,9.0,8.46,4.568400000000001,846.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
75,2.5460608,75,31.518959283828735,7077.308842420578,0,1,0,212.72665,8.729962348937988,8.72986125946045,0.05047885,-5.969788,175924.16101580096,4.155266519462576e-05,106242715483821.06,5057.478345981641,1.0,1.0,0.0,9.0,8.73,2.3571000000000004,873.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
76,2.5485954,76,31.541314125061035,7171.286871433258,0,1,0,212.19218,8.450196266174316,8.450199127197266,0.050518837,-5.969788,170419.2501028738,1.2801445036044974e-05,105910205098977.27,268229.08382933773,1.0,1.0,0.0,9.0,8.45,4.567499999999999,845.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
77,2.5532014,77,31.077857494354248,7263.9678275585175,0,1,0,211.65239,8.440095901489258,8.440255165100098,0.05054486,-5.970964,176284.0854858365,0.005131933553105314,105571383014507.69,14383165.545305429,1.0,1.0,0.0,9.0,8.44,3.7463999999999986,844.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
78,2.5513453,78,31.83769655227661,7356.850025653839,0,1,0,211.11049,8.019710540771484,8.019525527954102,0.050556093,-5.970964,175549.95750599614,0.001886136902573703,105633895452518.55,9334990.426516065,1.0,1.0,0.0,9.0,8.02,7.439600000000002,802.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
79,2.5540311,79,31.2248854637146,7449.514439821243,0,1,0,210.56586,7.269734859466553,7.269707202911377,0.050567895,-5.970964,173469.82223666314,0.01625407713700491,105446745791887.61,34630118.49407361,1.0,1.0,0.0,9.0,7.27,12.237099999999998,727.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
80,2.550471,80,31.523348093032837,7546.292811393738,0,1,0,210.02248,8.149898529052734,8.149774551391602,0.050560407,-5.970964,165501.802144157,0.0008028556292923422,105575797795656.58,5279273.551763772,1.0,1.0,0.0,9.0,8.15,6.727499999999997,815.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
81,2.55242,81,31.235289096832275,7639.567093133926,0,3,0,209.48453,7.830417156219482,7.830745220184326,0.050553814,-5.970964,176021.0727147907,0.0016274121607284054,105665149502735.38,703984.977646753,1.0,1.0,0.0,10.0,7.83,9.201100000000002,783.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
82,2.5500426,82,31.45496940612793,7732.9900941848755,0,1,0,208.94855,8.25012493133545,8.25028133392334,0.05054274,-5.970964,176084.18343250814,0.004051748287264607,105688391112066.42,11069053.996786457,1.0,1.0,0.0,9.0,8.25,5.6875,825.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
83,2.547562,83,30.98097014427185,7826.0206706523895,0,1,0,208.41904,7.6201372146606445,7.620442867279053,0.05052239,-5.970964,176524.5345860552,0.009189643601126058,105914121493927.28,18157924.271638628,1.0,1.0,0.0,9.0,7.62,10.015600000000001,762.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
84,2.5462382,84,31.662647008895874,7918.879520893097,0,1,0,207.89545,7.880693435668945,7.8812971115112305,0.050515153,-5.968563,175209.2230743771,0.0008720959912818194,105955132561962.23,1359732.3560334041,1.0,1.0,0.0,9.0,7.88,8.205600000000002,788.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
