,grad_norm,generations,workertimes,walltimes,n_rejected,unp_rank,n_reused,param_norm,baseline_mu,baseline_sigma,sigma,beta,estim_mu_var,var_mu_change,estim_sigma_var,var_sigma_change,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
85,2.5470493,85,31.383176803588867,8010.972795963287,0,1,0,207.37776,8.380256652832031,8.380556106567383,0.050517425,-5.968563,176622.32502709742,0.0019742971338818764,106045787364152.92,1600644.308374183,1.0,1.0,0.0,9.0,8.38,4.675599999999999,838.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
86,2.5484908,86,31.150754928588867,8103.557831287384,0,1,0,206.86171,8.360053062438965,8.360133171081543,0.050522737,-5.968563,175883.7538930434,0.0005901408214212248,105908536601507.17,727460.4469185566,1.0,1.0,0.0,9.0,8.36,5.270399999999998,836.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
87,2.5493896,87,31.47767663002014,8196.06880736351,0,1,0,206.34933,8.130294799804688,8.130512237548828,0.050520655,-5.968563,173689.4557166622,1.6533350122586213e-05,105922872059198.92,464950.7938050476,1.0,1.0,0.0,9.0,8.13,6.413100000000001,813.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
88,2.5478535,88,31.71220588684082,8289.469013214111,0,1,0,205.84248,8.369728088378906,8.36931324005127,0.050517812,-5.968563,174030.31741155055,0.000178153239879357,105936411913038.42,1175638.1122361915,1.0,1.0,0.0,9.0,8.37,5.2730999999999995,837.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
89,2.5513015,89,31.34487247467041,8382.439095497131,0,1,0,205.34277,8.610146522521973,8.610358238220215,0.050525315,-5.968563,172820.29640798157,0.019710520014583132,105969631435568.56,33792295.38232755,1.0,1.0,0.0,9.0,8.61,3.117900000000002,861.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
90,2.5524807,90,31.185054779052734,8475.239448308945,0,1,0,204.84912,8.460429191589355,8.460930824279785,0.050559502,-5.968563,171293.7119679509,0.003627680456930112,105433794418636.9,14243087.585202556,1.0,1.0,0.0,9.0,8.46,4.568400000000001,846.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
91,2.5520537,91,31.612595796585083,8567.09511089325,0,1,0,204.36389,8.629772186279297,8.629603385925293,0.050575826,-5.966125,176042.4651590385,0.010464974822256024,105335746098896.92,19724967.505997058,1.0,1.0,0.0,9.0,8.63,3.1131000000000006,863.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
92,2.5553076,92,30.79885768890381,8658.977443695068,0,1,0,203.88203,8.699978828430176,8.700016975402832,0.050580855,-5.966125,175644.5227295873,0.0011875613006013949,105450585986768.36,5871477.814065481,1.0,1.0,0.0,9.0,8.7,2.43,870.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
93,2.5552287,93,30.881024837493896,8752.818655014038,0,1,0,203.41045,8.890034675598145,8.890024185180664,0.050593555,-5.966125,176101.32980723513,0.002264951233156712,105335553455378.7,984076.4769633666,1.0,1.0,0.0,9.0,8.89,0.8379000000000002,889.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
94,7.9336257,94,30.875792264938354,8846.18901014328,0,1,0,203.0859,9.00000286102295,9.000001907348633,0.050612316,-5.966125,175772.29068558925,0.0012496666326795756,105092933766729.02,5815428.101014293,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
95,6.8690567,95,31.129895448684692,8938.826472043991,0,2,0,203.09058,9.009997367858887,9.009992599487305,0.050622754,-5.966125,172549.11951844787,0.0003316883852691314,104978317502205.77,4211130.865845721,1.0,1.0,9.0,10.0,9.01,0.009899999999999999,901.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
96,2.5631173,96,31.05322790145874,9031.512737989426,0,1,0,203.4187,8.99999713897705,9.000000953674316,0.050645597,-5.966125,175554.29423677135,0.018326575050791123,104753870372666.34,56775292.918964826,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
97,7.9433646,97,31.103106260299683,9124.635202884674,0,1,0,204.11188,9.000003814697266,8.99999713897705,0.050635178,-5.966125,174117.44415019985,0.0008762647101764972,104967989367808.9,445819.2575176919,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
98,2.5598447,98,31.230157375335693,9216.791910409927,0,1,0,205.1626,8.999994277954102,8.999998092651367,0.050637517,-5.9661813,175225.247352039,1.5069073592988124e-05,104976728652480.81,958257.1263646822,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
99,2.5627306,99,31.527934312820435,9309.204716682434,0,1,0,206.43823,8.999998092651367,9.00000286102295,0.05064876,-5.9661813,175576.30845112316,0.00803958182614002,104770400166906.98,20193148.375266485,1.0,1.0,9.0,9.0,9.0,0.0,900.0,9.0,,1000,1000,1000.0,0.0,100000,1000,
