,workertimes,param_norm,walltimes,generations,n_reused,grad_norm,unp_rank,n_rejected,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
67,29.04562759399414,146.86107,2412.77495265007,67,0,2.4964406,31,0,148.5977020263672,0.0,0.05,-5.9914646,1.0,0.0,260.0,148.6,3218.04,14860.0,160.0,,764,1000,985.44,2093.5663999999997,98544,1000,
68,30.139076232910156,147.5711,2450.1090722084045,68,0,2.4967816,25,0,151.59811401367188,0.0,0.05,-5.9914646,1.0,0.0,240.0,151.6,1881.44,15160.0,160.0,,519,1000,989.15,3144.1274999999987,98915,1000,
69,29.711673736572266,148.26262,2487.3734843730927,69,0,2.4964023,35,0,149.99923706054688,0.0,0.05,-5.9914646,1.0,0.0,260.0,150.0,3188.0,15000.0,160.0,,571,1000,986.07,3301.6051,98607,1000,
70,29.635302543640137,148.93507,2524.133013010025,70,0,2.49695,31,0,150.9954376220703,0.0,0.05,-5.9914646,1.0,0.0,260.0,151.0,2443.0,15100.0,160.0,,721,1000,991.11,1587.6779000000004,99111,1000,
71,29.580519676208496,149.58984,2560.8339235782623,71,0,2.5006588,36,0,157.80006408691406,0.0,0.05,-5.9914646,1.0,0.0,220.0,157.8,1639.16,15780.0,160.0,,648,1000,986.62,2654.515599999999,98662,1000,
72,29.558000802993774,150.23085,2597.5305020809174,72,0,2.497278,25,0,148.59291076660156,0.0,0.05,-5.9914646,1.0,0.0,240.0,148.6,2570.0399999999995,14860.0,160.0,,686,1000,988.39,2130.5778999999993,98839,1000,
73,29.33680033683777,150.8548,2633.9868557453156,73,0,2.50036,35,0,157.41307067871094,0.0,0.05,-5.9914646,1.0,0.0,260.0,157.4,2645.24,15740.0,160.0,,649,1000,982.8,3033.7200000000007,98280,1000,
74,29.183942556381226,151.46347,2670.303613424301,74,0,2.498316,33,0,140.6000213623047,0.0,0.05,-5.9914646,1.0,0.0,240.0,140.6,4155.64,14060.0,160.0,,638,1000,974.38,6015.475600000001,97438,1000,
75,29.603408098220825,152.05684,2707.1373569965363,75,0,2.4998555,17,0,141.61068725585938,0.0,0.05,-5.9914646,1.0,0.0,260.0,141.6,3789.4399999999987,14160.0,180.0,,518,1000,975.49,7578.809900000001,97549,1000,
76,29.68043088912964,152.63626,2743.9407181739807,76,0,2.4966106,19,0,148.39178466796875,0.0,0.05,-5.9914646,1.0,0.0,260.0,148.4,4561.44,14840.0,200.0,,827,1000,991.96,1007.0584000000002,99196,1000,
77,29.482505559921265,153.20232,2780.6813678741455,77,0,2.4999492,31,0,142.8011474609375,0.0,0.05,-5.9914646,1.0,0.0,240.0,142.8,3344.160000000001,14280.0,160.0,,619,1000,985.17,2746.3010999999997,98517,1000,
78,29.458497762680054,153.75427,2817.431022644043,78,0,2.4982555,11,0,142.60458374023438,0.0,0.05,-5.9914646,1.0,0.0,260.0,142.6,3509.240000000001,14260.0,200.0,,642,1000,985.89,2890.477900000001,98589,1000,
79,29.80459976196289,154.29132,2854.364819049835,79,0,2.496463,31,0,140.5944061279297,0.0,0.05,-5.9914646,1.0,0.0,280.0,140.6,4139.64,14060.0,160.0,,790,1000,988.52,1397.7495999999999,98852,1000,
80,29.59509515762329,154.81311,2891.1078717708588,80,0,2.4984043,30,0,138.3907928466797,0.0,0.05,-5.9914646,1.0,0.0,260.0,138.4,3717.44,13840.0,160.0,,742,1000,989.64,1266.1903999999997,98964,1000,
81,28.40441083908081,155.32036,2926.6665115356445,81,0,2.5007658,25,0,141.40185546875,0.0,0.05,-5.9914646,1.0,0.0,260.0,141.4,2458.0399999999995,14140.0,160.0,,663,1000,974.5,4817.43,97450,1000,
82,28.746093034744263,155.81645,2962.5855095386505,82,0,2.499814,25,0,145.20364379882812,0.0,0.05,-5.9914646,1.0,0.0,280.0,145.2,2652.9599999999996,14520.0,160.0,,737,1000,980.85,2738.787499999999,98085,1000,
83,28.9904887676239,156.29811,2998.9143702983856,83,0,2.4990137,22,0,141.59971618652344,0.0,0.05,-5.9914646,1.0,0.0,240.0,141.6,2277.4399999999996,14160.0,160.0,,652,1000,984.29,2613.2459,98429,1000,
84,30.110792875289917,156.76903,3036.1510787010193,84,0,2.500355,21,0,150.60096740722656,0.0,0.05,-5.9914646,1.0,60.0,240.0,150.6,1515.6399999999994,15060.0,160.0,,846,1000,992.47,660.1890999999999,99247,1000,
85,29.67812180519104,157.22893,3072.9548647403717,85,0,2.4987438,24,0,153.20855712890625,0.0,0.05,-5.9914646,1.0,0.0,260.0,153.2,1969.7599999999993,15320.0,160.0,,784,1000,991.83,926.5811000000001,99183,1000,
86,29.852845668792725,157.67459,3110.232059240341,86,0,2.5003588,30,0,153.80343627929688,0.0,0.05,-5.9914646,1.0,0.0,240.0,153.8,1453.56,15380.0,160.0,,843,1000,993.84,622.4744,99384,1000,
87,30.02447271347046,158.10861,3147.393025159836,87,0,2.5026808,28,0,156.40023803710938,0.0,0.05,-5.9914646,1.0,60.0,240.0,156.4,1539.0399999999995,15640.0,160.0,,800,1000,983.91,1869.5619000000004,98391,1000,
88,29.368447065353394,158.53496,3184.011250972748,88,0,2.499413,5,0,155.20106506347656,0.0,0.05,-5.9914646,1.0,80.0,260.0,155.2,1152.9599999999998,15520.0,200.0,,810,1000,985.99,1748.4298999999999,98599,1000,
89,29.444681882858276,158.95204,3220.68026638031,89,0,2.4983106,35,0,156.59954833984375,0.0,0.05,-5.9914646,1.0,80.0,260.0,156.6,1384.44,15660.0,160.0,,652,1000,983.28,3649.961599999999,98328,1000,
90,29.22354793548584,159.35542,3257.0356097221375,90,0,2.4972863,5,0,156.2002410888672,0.0,0.05,-5.9914646,1.0,80.0,260.0,156.2,1725.56,15620.0,220.0,,659,1000,983.34,3643.1644,98334,1000,
91,28.914968013763428,159.75038,3293.089936733246,91,0,2.498031,6,0,150.80355834960938,0.0,0.05,-5.9914646,1.0,0.0,220.0,150.8,1707.36,15080.0,200.0,,651,1000,978.95,4646.5475,97895,1000,
92,28.258013486862183,160.13501,3328.476350545883,92,0,2.5004954,11,0,151.6026611328125,0.0,0.05,-5.9914646,1.0,40.0,240.0,151.6,1753.44,15160.0,200.0,,591,1000,970.5,6453.25,97050,1000,
93,29.13294243812561,160.51112,3364.851963043213,93,0,2.4995031,9,0,155.40509033203125,0.0,0.05,-5.9914646,1.0,60.0,240.0,155.4,1542.84,15540.0,200.0,,658,1000,987.16,1939.5344,98716,1000,
94,28.277536153793335,160.87859,3400.2977206707,94,0,2.4983788,11,0,143.99826049804688,0.0,0.05,-5.9914646,1.0,0.0,240.0,144.0,1848.0,14400.0,180.0,,487,1000,960.37,10250.953099999999,96037,1000,
95,30.22818088531494,161.23752,3437.737653017044,95,0,2.5016384,34,0,155.60618591308594,0.0,0.05,-5.9914646,1.0,20.0,240.0,155.6,1484.6399999999994,15560.0,160.0,,643,1000,987.79,2104.9259000000006,98779,1000,
96,29.26037573814392,161.58243,3474.220628261566,96,0,2.1779125,36,0,162.3988800048828,0.0,0.05,-5.9914646,1.0,40.0,260.0,162.4,1394.2400000000002,16240.0,160.0,,656,1000,983.85,2836.7075,98385,1000,
97,30.46039891242981,161.9126,3511.8324847221375,97,0,2.501344,31,0,159.60134887695312,0.0,0.05,-5.9914646,1.0,0.0,240.0,159.6,1431.8400000000004,15960.0,160.0,,837,1000,994.04,710.8584000000003,99404,1000,
98,28.709113359451294,162.22878,3547.7722318172455,98,0,2.4999554,27,0,152.99813842773438,0.0,0.05,-5.9914646,1.0,80.0,240.0,153.0,1155.0,15300.0,160.0,,648,1000,985.14,3809.880399999999,98514,1000,
99,29.23746633529663,162.53093,3584.092357158661,99,0,2.1435807,22,0,160.99400329589844,0.0,0.05,-5.9914646,1.0,60.0,240.0,161.0,1443.0,16100.0,180.0,,694,1000,981.97,2572.4691000000003,98197,1000,
