,unp_rank,param_norm,n_rejected,walltimes,generations,n_reused,workertimes,grad_norm,baseline_mu,baseline_sigma,sigma_0,beta_0,sigma_1,beta_1,sigma_2,beta_2,sigma_3,beta_3,sigma_4,beta_4,sigma_5,beta_5,sigma_6,beta_6,sigma_7,beta_7,sigma_8,beta_8,sigma_9,beta_9,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
49,21,129.97562,0,1899.530665397644,49,0,29.335675954818726,2.4967182,149.99851989746094,149.99777221679688,0.050300337,-5.9776187,0.050010145,-5.9912014,0.049747225,-6.00824,0.049986888,-5.992173,0.049451556,-6.0155706,0.049984504,-5.991789,0.04923988,-6.0126157,0.049966656,-5.9933343,0.049872085,-5.9972067,0.04998728,-5.9920626,1.0,1.0,0.0,240.0,150.0,1540.0,15000.0,160.0,,616,1000,975.4,4209.459999999999,97540,1000,
50,12,131.13593,0,1938.0155158042908,50,0,29.07567000389099,2.4972062,151.79891967773438,151.79666137695312,0.05030071,-5.9776187,0.050009955,-5.9912014,0.049746502,-6.00824,0.049986757,-5.992173,0.04944408,-6.0155706,0.049985338,-5.991789,0.04924076,-6.0126157,0.049965642,-5.9933343,0.049873784,-5.9972067,0.049987175,-5.9920626,1.0,1.0,0.0,260.0,151.8,2368.7599999999998,15180.0,200.0,,694,1000,973.33,4913.9811,97333,1000,
51,6,132.26913,0,1975.8163363933563,51,0,28.250491619110107,2.4998038,154.80426025390625,154.81155395507812,0.05030239,-5.9776187,0.05000983,-5.9912014,0.0497398,-6.00824,0.0499866,-5.992173,0.049435996,-6.0155706,0.049986172,-5.991789,0.049262248,-6.0126157,0.0499647,-5.9933343,0.049875118,-5.9972067,0.049987007,-5.9920626,1.0,1.0,0.0,260.0,154.8,2124.96,15480.0,220.0,,646,1000,974.01,4919.6498999999985,97401,1000,
52,64,133.36809,0,2014.9948077201843,52,0,29.5642409324646,2.4988117,148.9971160888672,148.99412536621094,0.050304644,-5.9776187,0.050009668,-5.9912014,0.049731594,-6.00824,0.049986124,-5.992173,0.04942592,-6.0155706,0.04998677,-5.991789,0.04927726,-6.0126157,0.049963295,-5.9933343,0.049873877,-5.9972067,0.04998684,-5.9920626,1.0,1.0,0.0,260.0,149.0,2219.0,14900.0,120.0,,717,1000,983.38,2324.5956000000006,98338,844,
53,73,134.43822,0,2053.762736082077,53,0,29.718782663345337,2.4959476,153.1940460205078,153.19046020507812,0.050307173,-5.9776187,0.050009344,-5.9912014,0.049720876,-6.00824,0.049985886,-5.992173,0.04941637,-6.0155706,0.04998741,-5.991789,0.04929215,-6.0126157,0.04996189,-5.9933343,0.049873844,-5.9972067,0.049986698,-5.9920626,1.0,1.0,0.0,260.0,153.2,2785.7599999999993,15320.0,100.0,,519,1000,975.08,5262.373599999999,97508,1000,
54,70,135.478,0,2091.538248062134,54,0,28.367210388183594,2.4992204,153.799560546875,153.8006134033203,0.05030975,-5.9776187,0.050009035,-5.9912014,0.04970951,-6.00824,0.04998566,-5.992173,0.04940742,-6.0155706,0.04998802,-5.991789,0.049257424,-6.0126157,0.049960878,-5.9933343,0.04987528,-5.9972067,0.04998658,-5.9920626,1.0,1.0,80.0,260.0,153.8,2261.56,15380.0,100.0,,700,1000,979.95,3569.0475000000006,97995,1000,
55,66,136.48924,0,2129.7715322971344,55,0,28.753108263015747,2.4956856,148.99513244628906,148.98947143554688,0.05031296,-5.9776187,0.05000864,-5.9912014,0.04969222,-6.00824,0.049985502,-5.992173,0.049400765,-6.0155706,0.04998851,-5.991789,0.049249824,-6.0126157,0.049959805,-5.9933343,0.04987746,-5.9972067,0.04998641,-5.9920626,1.0,1.0,0.0,280.0,149.0,2899.0,14900.0,100.0,,694,1000,982.92,3328.3735999999994,98292,988,
56,67,137.47285,0,2168.1095340251923,56,0,28.97617244720459,2.4972591,145.410400390625,145.41871643066406,0.050317023,-5.9776187,0.0500082,-5.9912014,0.049676206,-6.00824,0.049985256,-5.992173,0.049397983,-6.0155706,0.04998883,-5.991789,0.049222287,-6.0126157,0.04995879,-5.9933343,0.049878612,-5.9972067,0.049986206,-5.9920626,1.0,1.0,20.0,240.0,145.4,1958.84,14540.0,100.0,,478,1000,979.69,4624.1539,97969,1000,
57,72,138.43204,0,2206.9266061782837,57,0,29.438544273376465,2.4995935,151.9974365234375,151.99588012695312,0.050319422,-5.9776187,0.050007842,-5.9912014,0.049664635,-6.00824,0.049984932,-5.992173,0.04939861,-6.0155706,0.04998915,-5.991789,0.049215443,-6.0126157,0.049957782,-5.9933343,0.049877755,-5.9972067,0.049985945,-5.9920626,1.0,1.0,60.0,260.0,152.0,2088.0,15200.0,100.0,,649,1000,977.81,3811.893899999999,97781,1000,
58,71,139.36461,0,2245.653293132782,58,0,29.241612434387207,2.4987028,157.4036102294922,157.40301513671875,0.0503241,-5.9776187,0.050007474,-5.9912014,0.049649328,-6.00824,0.04998454,-5.992173,0.04939829,-6.0155706,0.0499895,-5.991789,0.049199756,-6.0126157,0.049957067,-5.9933343,0.049872845,-5.9972067,0.04998579,-5.9920626,1.0,1.0,20.0,260.0,157.4,2237.2400000000007,15740.0,120.0,,592,1000,988.31,2437.6538999999993,98831,1000,
59,22,140.27051,0,2283.9853615760803,59,0,28.94289493560791,2.4966927,157.00450134277344,157.0094451904297,0.050329346,-5.9776187,0.050007224,-5.9912014,0.04963684,-6.00824,0.049984254,-5.992173,0.04939967,-6.0155706,0.049989864,-5.991789,0.049197156,-6.0126157,0.049955934,-5.9933343,0.04986904,-5.9972067,0.049985576,-5.9920626,1.0,1.0,0.0,260.0,157.0,2139.0,15700.0,180.0,,599,1000,977.15,4754.7475,97715,1000,
60,3,141.15733,0,2322.6043360233307,60,0,29.223974227905273,2.4990015,154.80282592773438,154.808837890625,0.050335646,-5.9776187,0.050007056,-5.9912014,0.049624514,-6.00824,0.049983837,-5.992173,0.049401402,-6.0155706,0.049990345,-5.991789,0.049199827,-6.0126157,0.049955804,-5.9933343,0.04986615,-5.9972067,0.04998547,-5.9920626,1.0,1.0,0.0,240.0,154.8,1420.96,15480.0,220.0,,841,1000,990.44,1061.8864,99044,1000,
61,6,142.01309,0,2362.153573989868,61,0,30.06555962562561,2.141962,162.0128936767578,162.0279083251953,0.050339773,-5.9776187,0.050006926,-5.9912014,0.049609914,-6.00824,0.049983572,-5.992173,0.049404036,-6.0155706,0.049990833,-5.991789,0.04924027,-6.0126157,0.049955875,-5.9933343,0.04986264,-5.9972067,0.049985398,-5.9920626,1.0,1.0,0.0,260.0,162.0,1684.0,16200.0,220.0,,767,1000,990.68,1337.3976000000005,99068,1000,
62,8,142.8357,0,2400.9574551582336,62,0,29.365976095199585,2.4984956,150.39602661132812,150.3895263671875,0.050341155,-5.9776187,0.050006792,-5.9912014,0.049599767,-6.00824,0.04998329,-5.992173,0.049405027,-6.0155706,0.04999112,-5.991789,0.04932256,-6.0126157,0.049955647,-5.9933343,0.049858827,-5.9972067,0.04998536,-5.9920626,1.0,1.0,0.0,240.0,150.4,1595.8400000000004,15040.0,200.0,,661,1000,974.0,5471.96,97400,1000,
63,11,143.6224,0,2439.857128381729,63,0,29.491666078567505,2.1345167,163.19911193847656,163.19862365722656,0.05034323,-5.9776187,0.050006736,-5.9912014,0.04959427,-6.00824,0.049982905,-5.992173,0.049405828,-6.0155706,0.04999138,-5.991789,0.04938581,-6.0126157,0.049954813,-5.9933343,0.049856592,-5.9972067,0.049985327,-5.9920626,1.0,1.0,100.0,240.0,163.2,1093.7600000000002,16320.0,200.0,,846,1000,992.51,692.2099,99251,1000,
64,15,144.37088,0,2478.0895476341248,64,0,28.789927005767822,2.1522899,161.80526733398438,161.81153869628906,0.050345186,-5.9776187,0.050006688,-5.9912014,0.049589112,-6.00824,0.049982537,-5.992173,0.049404733,-6.0155706,0.04999158,-5.991789,0.049424328,-6.0126157,0.049954053,-5.9933343,0.049855225,-5.9972067,0.04998516,-5.9920626,1.0,1.0,0.0,260.0,161.8,1672.7599999999993,16180.0,180.0,,502,1000,975.98,7386.1596,97598,1000,
65,17,145.07675,0,2517.3674693107605,65,0,29.41879916191101,2.1318262,161.2023468017578,161.20486450195312,0.050347347,-5.9768734,0.05000658,-5.9912195,0.049582362,-6.01093,0.049982287,-5.9923105,0.049400967,-6.0142226,0.04999189,-5.9916763,0.04947401,-5.992308,0.04995328,-5.993272,0.04985665,-5.9969444,0.04998505,-5.9920983,1.0,1.0,0.0,300.0,161.2,1678.56,16120.0,180.0,,503,1000,987.46,3465.9284000000002,98746,1000,
66,40,145.73808,0,2556.441508769989,66,0,29.6673846244812,2.2461984,166.99989318847656,166.9979248046875,0.050348908,-5.9768734,0.050006483,-5.9912195,0.04957988,-6.01093,0.049981967,-5.9923105,0.049395088,-6.0142226,0.049992096,-5.9916763,0.04952669,-5.992308,0.0499529,-5.993272,0.049859527,-5.9969444,0.049984943,-5.9920983,1.0,1.0,100.0,240.0,167.0,747.0,16700.0,160.0,,669,1000,985.16,2370.7544000000003,98516,1000,
67,24,146.36131,0,2595.2774341106415,67,0,29.428998231887817,2.4974964,152.2036895751953,152.20628356933594,0.05035467,-5.9768734,0.050006375,-5.9912195,0.049579218,-6.01093,0.04998167,-5.9923105,0.049389955,-6.0142226,0.049992286,-5.9916763,0.049534757,-5.992308,0.049952623,-5.993272,0.049860552,-5.9969444,0.04998472,-5.9920983,1.0,1.0,0.0,240.0,152.2,1639.16,15220.0,160.0,,430,1000,973.8,7569.119999999998,97380,1000,
68,30,146.94731,0,2634.367031097412,68,0,29.67832899093628,2.1323493,160.20248413085938,160.2083740234375,0.05035863,-5.9768734,0.050006293,-5.9912195,0.049580637,-6.01093,0.049981307,-5.9923105,0.04939246,-6.0142226,0.049992573,-5.9916763,0.049575247,-5.992308,0.0499524,-5.993272,0.049862668,-5.9969444,0.04998453,-5.9920983,1.0,1.0,0.0,240.0,160.2,1555.9600000000005,16020.0,160.0,,805,1000,993.87,748.6131,99387,1000,
69,19,147.49895,0,2673.050746202469,69,0,29.28645348548889,2.500649,158.21029663085938,158.2213897705078,0.05035993,-5.9768734,0.050006185,-5.9912195,0.049578402,-6.01093,0.049981106,-5.9923105,0.049396418,-6.0142226,0.049992964,-5.9916763,0.049621567,-5.992308,0.049952563,-5.993272,0.049864843,-5.9969444,0.049984347,-5.9920983,1.0,1.0,0.0,240.0,158.2,1904.7599999999993,15820.0,180.0,,635,1000,986.8,2500.9599999999996,98680,1000,
70,11,148.02815,0,2711.5285065174103,70,0,28.844653844833374,2.499397,148.00526428222656,148.0101776123047,0.050360758,-5.9768734,0.050006114,-5.9912195,0.049576204,-6.01093,0.049980998,-5.9923105,0.049398728,-6.0142226,0.04999326,-5.9916763,0.04968239,-5.992308,0.04995298,-5.993272,0.0498669,-5.9969444,0.049984217,-5.9920983,1.0,1.0,0.0,260.0,148.0,2088.0,14800.0,180.0,,502,1000,976.59,5856.961899999999,97659,1000,
71,40,148.54036,0,2750.3053181171417,71,0,29.3400616645813,2.5014195,158.9956817626953,158.9925994873047,0.05036167,-5.9768734,0.050005972,-5.9912195,0.049571723,-6.01093,0.049981046,-5.9923105,0.049403332,-6.0142226,0.04999349,-5.9916763,0.049735,-5.992308,0.049953576,-5.993272,0.049869455,-5.9969444,0.049984112,-5.9920983,1.0,1.0,0.0,260.0,159.0,2883.0,15900.0,160.0,,458,1000,986.19,4064.953900000002,98619,1000,
72,34,149.03702,0,2789.137375354767,72,0,29.438474416732788,2.4961565,152.00306701660156,152.00555419921875,0.050363064,-5.9768734,0.050005864,-5.9912195,0.04956649,-6.01093,0.049980905,-5.9923105,0.049403954,-6.0142226,0.049993537,-5.9916763,0.049789917,-5.992308,0.049954206,-5.993272,0.04987201,-5.9969444,0.049984016,-5.9920983,1.0,1.0,0.0,240.0,152.0,2032.0,15200.0,160.0,,529,1000,978.4,5391.580000000003,97840,1000,
73,11,149.52583,0,2826.8874135017395,73,0,28.35461449623108,2.4977028,139.00253295898438,139.00204467773438,0.050362848,-5.9768734,0.050005876,-5.9912195,0.049560014,-6.01093,0.049980868,-5.9923105,0.049404673,-6.0142226,0.049993798,-5.9916763,0.049822703,-5.992308,0.049954887,-5.993272,0.049877223,-5.9969444,0.049983967,-5.9920983,1.0,1.0,0.0,240.0,139.0,2947.0,13900.0,180.0,,637,1000,969.38,6252.155600000002,96938,1000,
74,10,150.00641,0,2865.5969161987305,74,0,29.21569585800171,2.4980469,148.0081329345703,148.02008056640625,0.05036353,-5.9768734,0.050006006,-5.9912195,0.04955159,-6.01093,0.049980894,-5.9923105,0.04941033,-6.0142226,0.049994264,-5.9916763,0.049827635,-5.992308,0.049954887,-5.993272,0.04987947,-5.9969444,0.049983967,-5.9920983,1.0,1.0,0.0,240.0,148.0,2232.0,14800.0,200.0,,603,1000,983.31,3628.3339000000005,98331,1000,
75,4,150.47977,0,2903.9533190727234,75,0,28.944740772247314,2.5004394,143.00010681152344,143.0038604736328,0.05036538,-5.9768734,0.05000613,-5.9912195,0.049540345,-6.01093,0.049980633,-5.9923105,0.04941457,-6.0142226,0.04999453,-5.9916763,0.0498362,-5.992308,0.04995472,-5.993272,0.04988074,-5.9969444,0.04998392,-5.9920983,1.0,1.0,0.0,240.0,143.0,3163.0,14300.0,220.0,,595,1000,978.31,4531.653899999999,97831,1000,
76,1,150.94913,0,2942.6859905719757,76,0,29.33235263824463,2.4968731,147.79591369628906,147.7955780029297,0.05036801,-5.9768734,0.050006114,-5.9912195,0.049529064,-6.01093,0.049980428,-5.9923105,0.04941484,-6.0142226,0.049994584,-5.9916763,0.049865294,-5.992308,0.04995435,-5.993272,0.049880706,-5.9969444,0.049984004,-5.9920983,1.0,1.0,0.0,240.0,147.8,2767.160000000001,14780.0,240.0,,486,1000,976.37,5900.733100000001,97637,1000,
77,3,151.41629,0,2980.7525067329407,77,0,28.672171592712402,2.4985514,142.80059814453125,142.80267333984375,0.050369497,-5.9768734,0.050006077,-5.9912195,0.049517743,-6.01093,0.049980097,-5.9923105,0.049415063,-6.0142226,0.04999455,-5.9916763,0.04988017,-5.992308,0.04995434,-5.993272,0.04987909,-5.9969444,0.049984146,-5.9920983,1.0,1.0,0.0,260.0,142.8,2744.160000000001,14280.0,240.0,,545,1000,965.53,7726.2091,96553,1000,
78,2,151.8814,0,3018.2860519886017,78,0,28.122987508773804,2.4975414,141.81410217285156,141.8262939453125,0.05037177,-5.9768734,0.050006043,-5.9912195,0.049514256,-6.01093,0.049979713,-5.9923105,0.049417786,-6.0142226,0.04999454,-5.9916763,0.049913123,-5.992308,0.049954552,-5.993272,0.04987445,-5.9969444,0.049984217,-5.9920983,1.0,1.0,0.0,240.0,141.8,2888.7599999999993,14180.0,220.0,,481,1000,972.7,7599.17,97270,1000,
79,2,152.34233,0,3055.4185440540314,79,0,27.702537059783936,2.4976563,140.20074462890625,140.19581604003906,0.050371096,-5.9768734,0.050006054,-5.9912195,0.049515735,-6.01093,0.04997938,-5.9923105,0.049423322,-6.0142226,0.04999472,-5.9916763,0.049958102,-5.992308,0.04995448,-5.993272,0.04987094,-5.9969444,0.049984194,-5.9920983,1.0,1.0,0.0,300.0,140.2,3387.9599999999987,14020.0,240.0,,427,1000,964.65,9361.407500000001,96465,1000,
80,16,152.80016,0,3093.7578580379486,80,0,28.92045521736145,2.5006979,154.20179748535156,154.20423889160156,0.050369367,-5.9768734,0.05000615,-5.9912195,0.049513455,-6.01093,0.049979057,-5.9923105,0.049430113,-6.0142226,0.04999468,-5.9916763,0.049959414,-5.992308,0.04995491,-5.993272,0.04986803,-5.9969444,0.04998418,-5.9920983,1.0,1.0,0.0,260.0,154.2,3194.36,15420.0,200.0,,623,1000,975.77,4974.7571,97577,1000,
81,66,153.25298,0,3132.4169239997864,81,0,28.94047498703003,2.499991,150.39076232910156,150.38223266601562,0.05036611,-5.976303,0.05000613,-5.9911685,0.049515724,-6.008323,0.049978852,-5.992325,0.049434274,-6.0102096,0.049994703,-5.9918137,0.049978916,-5.996605,0.04995484,-5.9932594,0.04986319,-5.9985456,0.049984157,-5.9921675,1.0,1.0,0.0,260.0,150.4,2899.84,15040.0,140.0,,570,1000,980.51,3904.009899999999,98051,753,
82,23,153.70177,0,3169.949264526367,82,0,28.65536618232727,2.4986615,147.5958251953125,147.5882110595703,0.050363157,-5.976303,0.050006162,-5.9911685,0.049517386,-6.008323,0.049978748,-5.992325,0.04943426,-6.0102096,0.04999486,-5.9918137,0.0499625,-5.996605,0.04995428,-5.9932594,0.049857438,-5.9985456,0.049984086,-5.9921675,1.0,1.0,0.0,260.0,147.6,3294.240000000001,14760.0,180.0,,484,1000,973.1,6114.43,97310,1000,
83,59,154.15024,0,3207.9733231067657,83,0,28.622546672821045,2.5009022,146.6032257080078,146.60728454589844,0.050361827,-5.976303,0.05000628,-5.9911685,0.049518507,-6.008323,0.049978737,-5.992325,0.049439624,-6.0102096,0.04999517,-5.9918137,0.049955983,-5.996605,0.049954053,-5.9932594,0.04984988,-5.9985456,0.049983945,-5.9921675,1.0,1.0,0.0,260.0,146.6,3152.44,14660.0,140.0,,611,1000,981.66,3145.4044000000013,98166,1000,
84,23,154.59816,0,3247.2391169071198,84,0,29.8521990776062,2.498474,144.60560607910156,144.61026000976562,0.05035983,-5.976303,0.05000628,-5.9911685,0.049517706,-6.008323,0.049978737,-5.992325,0.049446765,-6.0102096,0.049995348,-5.9918137,0.04994828,-5.996605,0.049954493,-5.9932594,0.049842022,-5.9985456,0.04998379,-5.9921675,1.0,1.0,0.0,280.0,144.6,4342.84,14460.0,180.0,,695,1000,991.54,1421.8283999999994,99154,998,
85,63,155.0392,0,3286.010488986969,85,0,29.26851224899292,2.4989054,147.00257873535156,147.0084686279297,0.050356854,-5.976303,0.05000626,-5.9911685,0.049521305,-6.008323,0.04997863,-5.992325,0.049452107,-6.0102096,0.04999548,-5.9918137,0.04995104,-5.996605,0.04995461,-5.9932594,0.04983317,-5.9985456,0.049983695,-5.9921675,1.0,1.0,0.0,240.0,147.0,3763.0,14700.0,140.0,,833,1000,990.41,1196.7419000000002,99041,815,
86,28,155.47655,0,3323.6334319114685,86,0,28.518834590911865,2.4997916,155.99961853027344,155.99998474121094,0.050354872,-5.976303,0.05000628,-5.9911685,0.0495253,-6.008323,0.04997858,-5.992325,0.049459632,-6.0102096,0.049995422,-5.9918137,0.049937118,-5.996605,0.04995503,-5.9932594,0.04982598,-5.9985456,0.04998361,-5.9921675,1.0,1.0,0.0,280.0,156.0,3888.0,15600.0,180.0,,529,1000,971.82,6697.6875999999975,97182,1000,
87,2,155.90309,0,3362.4661877155304,87,0,29.38844895362854,2.2283661,160.6059112548828,160.61062622070312,0.050352786,-5.976303,0.050006233,-5.9911685,0.049525935,-6.008323,0.049978748,-5.992325,0.04947349,-6.0102096,0.049995374,-5.9918137,0.049935512,-5.996605,0.04995518,-5.9932594,0.04981995,-5.9985456,0.04998356,-5.9921675,1.0,1.0,0.0,260.0,160.6,2283.6399999999994,16060.0,240.0,,633,1000,974.32,5881.7176,97432,1000,
88,1,156.31519,0,3401.1413938999176,88,0,29.241535186767578,2.4989772,159.60205078125,159.59983825683594,0.050352305,-5.976303,0.05000614,-5.9911685,0.04952552,-6.008323,0.04997869,-5.992325,0.04948932,-6.0102096,0.049995136,-5.9918137,0.049932774,-5.996605,0.049955316,-5.9932594,0.049816146,-5.9985456,0.04998354,-5.9921675,1.0,1.0,0.0,240.0,159.6,2727.839999999999,15960.0,240.0,,613,1000,985.54,3054.8084000000003,98554,1000,
89,29,156.71988,0,3439.8677480220795,89,0,29.3172025680542,2.4987845,150.1886444091797,150.18263244628906,0.050354525,-5.976303,0.050006162,-5.9911685,0.04952748,-6.008323,0.049978808,-5.992325,0.049503732,-6.0102096,0.049995113,-5.9918137,0.049951576,-5.996605,0.049955245,-5.9932594,0.049811766,-5.9985456,0.049983516,-5.9921675,1.0,1.0,0.0,260.0,150.2,4787.959999999999,15020.0,180.0,,796,1000,991.36,1235.3504000000003,99136,1000,
90,27,157.11461,0,3478.705414056778,90,0,29.42923069000244,2.4983106,156.20181274414062,156.2000732421875,0.050358284,-5.976303,0.05000634,-5.9911685,0.049525887,-6.008323,0.04997882,-5.992325,0.049516786,-6.0102096,0.049994957,-5.9918137,0.04996543,-5.996605,0.049955074,-5.9932594,0.04980914,-5.9985456,0.049983323,-5.9921675,1.0,1.0,0.0,260.0,156.2,4085.56,15620.0,180.0,,759,1000,992.18,1125.9475999999997,99218,1000,
91,46,157.50267,0,3516.6962099075317,91,0,28.591699361801147,2.4974608,158.38951110839844,158.38119506835938,0.050359618,-5.976303,0.05000646,-5.9911685,0.049532063,-6.008323,0.04997883,-5.992325,0.049526997,-6.0102096,0.049994573,-5.9918137,0.04997186,-5.996605,0.04995518,-5.9932594,0.04980769,-5.9985456,0.04998312,-5.9921675,1.0,1.0,0.0,260.0,158.4,3861.4399999999996,15840.0,160.0,,429,1000,978.02,7162.239600000001,97802,1000,
92,24,157.88547,0,3555.6155364513397,92,0,29.421416997909546,2.4977393,157.78707885742188,157.77230834960938,0.05036293,-5.976303,0.050006628,-5.9911685,0.0495372,-6.008323,0.049978785,-5.992325,0.049532842,-6.0102096,0.049994014,-5.9918137,0.049965903,-5.996605,0.049955755,-5.9932594,0.049808215,-5.9985456,0.04998298,-5.9921675,1.0,1.0,0.0,260.0,157.8,2999.160000000001,15780.0,180.0,,619,1000,986.14,2678.4804000000004,98614,1000,
93,24,158.26253,0,3594.2402732372284,93,0,29.138867378234863,2.4989882,165.80828857421875,165.81607055664062,0.050366715,-5.976303,0.05000677,-5.9911685,0.049544215,-6.008323,0.04997883,-5.992325,0.049538936,-6.0102096,0.049993623,-5.9918137,0.049937107,-5.996605,0.049955934,-5.9932594,0.049809985,-5.9985456,0.049982786,-5.9921675,1.0,1.0,0.0,280.0,165.8,3802.36,16580.0,200.0,,802,1000,989.37,1507.1931,98937,1000,
94,10,158.63249,0,3633.6053881645203,94,0,29.98318386077881,2.4969153,142.20733642578125,142.21484375,0.050371025,-5.976303,0.050006997,-5.9911685,0.049553327,-6.008323,0.04997883,-5.992325,0.049540818,-6.0102096,0.049993027,-5.9918137,0.04993575,-5.996605,0.049955778,-5.9932594,0.049813904,-5.9985456,0.049982656,-5.9921675,1.0,1.0,0.0,260.0,142.2,5263.16,14220.0,220.0,,645,1000,984.64,3193.3903999999998,98464,1000,
95,2,158.99603,0,3672.417354822159,95,0,29.41679358482361,2.499873,132.39776611328125,132.3942413330078,0.05037452,-5.976303,0.050007187,-5.9911685,0.049563866,-6.008323,0.049978852,-5.992325,0.04954274,-6.0102096,0.04999255,-5.9918137,0.04990759,-5.996605,0.04995584,-5.9932594,0.049818628,-5.9985456,0.049982503,-5.9921675,1.0,1.0,0.0,260.0,132.4,5302.24,13240.0,240.0,,771,1000,985.19,1972.1738999999995,98519,1000,
96,3,159.3559,0,3711.1350440979004,96,0,29.33439064025879,2.4977093,137.40879821777344,137.4154510498047,0.05037871,-5.976303,0.050007332,-5.9911685,0.04957282,-6.008323,0.049978774,-5.992325,0.04953837,-6.0102096,0.04999188,-5.9918137,0.04987987,-5.996605,0.049955245,-5.9932594,0.049822025,-5.9985456,0.049982455,-5.9921675,1.0,1.0,0.0,260.0,137.4,5821.24,13740.0,240.0,,655,1000,989.25,1796.5475,98925,1000,
97,18,159.71233,0,3749.351912021637,97,0,28.531502723693848,2.4981813,130.3882598876953,130.3756561279297,0.050380476,-5.9763274,0.050007403,-5.9911566,0.049580306,-6.0073595,0.0499785,-5.9923673,0.049533565,-6.010895,0.049991272,-5.9918747,0.049871657,-5.9967647,0.04995515,-5.9932885,0.049823284,-5.9985886,0.04998243,-5.9921513,1.0,1.0,0.0,300.0,130.4,6603.840000000001,13040.0,200.0,,408,1000,978.3,6817.750000000003,97830,1000,
98,8,160.06244,0,3788.7888996601105,98,0,29.895599603652954,2.4998455,145.59576416015625,145.5993194580078,0.05038068,-5.9763274,0.05000745,-5.9911566,0.04958897,-6.0073595,0.049978163,-5.9923673,0.04952655,-6.010895,0.049990784,-5.9918747,0.04985751,-5.9967647,0.04995486,-5.9932885,0.049825616,-5.9985886,0.049982548,-5.9921513,1.0,1.0,0.0,260.0,145.6,4792.64,14560.0,220.0,,662,1000,987.48,2578.2096,98748,1000,
99,1,160.40536,0,3828.154482603073,99,0,29.845910787582397,2.49942,142.5921630859375,142.58583068847656,0.05038049,-5.9763274,0.050007533,-5.9911566,0.049596492,-6.0073595,0.049977772,-5.9923673,0.04952211,-6.010895,0.049990248,-5.9918747,0.049851242,-5.9967647,0.049954697,-5.9932885,0.049824223,-5.9985886,0.04998267,-5.9921513,1.0,1.0,0.0,240.0,142.6,4109.240000000001,14260.0,240.0,,724,1000,980.2,3022.0999999999995,98020,1000,
