,walltimes,n_rejected,n_reused,workertimes,generations,param_norm,unp_rank,grad_norm,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
35,2407.664698123932,0,0,27.556044101715088,35,32.132793,4,2.4675126,67.99406433105469,136.02285766601562,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.6420458e-08,2.257001e-06,0.05,0.05,0.0,200.0,68.0,4960.0,6800.0,160.0,,510,1000,944.52,12327.769600000001,94452,978,
36,2475.1611561775208,0,0,27.86419439315796,36,32.13892,8,2.4943464,76.99394226074219,154.0045166015625,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.644647e-08,2.257826e-06,0.05,0.05,0.0,220.0,77.0,5059.0,7700.0,160.0,,647,1000,950.73,8657.5571,95073,986,
37,2542.337787628174,0,0,27.36761164665222,37,32.14511,4,2.4953918,74.59951782226562,149.189697265625,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.646695e-08,2.2585211e-06,0.05,0.05,0.0,180.0,74.6,4390.839999999999,7460.0,160.0,,545,1000,927.39,12563.817899999998,92739,988,
38,2609.8642292022705,0,0,28.125277757644653,38,32.15143,8,2.494466,78.8108139038086,157.66793823242188,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.648403e-08,2.259077e-06,0.05,0.05,0.0,200.0,78.8,4790.56,7880.0,160.0,,651,1000,939.08,11031.253600000004,93908,996,
39,2677.4645891189575,0,0,27.508262157440186,39,32.157898,8,2.4397395,88.79827117919922,177.51828002929688,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.649798e-08,2.2602587e-06,0.05,0.05,0.0,220.0,88.8,4394.56,8880.0,160.0,,543,1000,926.94,13393.236400000002,92694,992,
40,2743.6434803009033,0,0,26.649986028671265,40,32.16447,6,2.495211,78.01219940185547,155.9754638671875,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.6528133e-08,2.261349e-06,0.05,0.05,0.0,220.0,78.0,4564.0,7800.0,160.0,,575,1000,918.16,13523.854400000004,91816,979,
41,2810.1482813358307,0,0,26.607505559921265,41,32.17101,5,2.3614833,83.189453125,166.34873962402344,0.050026566,-5.9904022216796875,0.04999959,-5.991480827331543,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.655542e-08,2.2639215e-06,0.05,0.05,0.0,220.0,83.2,4701.759999999998,8320.0,160.0,,398,1000,918.34,18980.9844,91834,977,
42,2877.6117174625397,0,0,28.511634826660156,42,32.177734,11,2.4946234,86.39749908447266,172.73175048828125,0.050026566,-5.9904022216796875,0.04999958,-5.991481304168701,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.6622138e-08,2.2672994e-06,0.05,0.05,0.0,200.0,86.4,5407.039999999997,8640.0,160.0,,570,1000,950.22,9416.2716,95022,975,
43,2944.9720451831818,0,0,28.212297916412354,43,32.18465,2,2.496726,83.7995834350586,167.6533660888672,0.050026566,-5.9904022216796875,0.04999957,-5.991481781005859,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.6707677e-08,2.2747004e-06,0.05,0.05,0.0,200.0,83.8,4669.560000000001,8380.0,160.0,,570,1000,952.51,8621.8299,95251,967,
44,3012.3485667705536,0,0,27.87197208404541,44,32.19166,11,2.4939454,99.19170379638672,198.38291931152344,0.050026566,-5.9904022216796875,0.049999557,-5.991482257843018,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.6900785e-08,2.2864815e-06,0.05,0.05,0.0,240.0,99.2,4839.36,9920.0,160.0,,521,1000,956.57,8616.6451,95657,998,
45,3079.109278202057,0,0,27.360830068588257,45,32.198723,5,2.4396517,87.20353698730469,174.4355010986328,0.050026566,-5.9904022216796875,0.049999557,-5.991482257843018,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.7199074e-08,2.3024566e-06,0.05,0.05,0.0,180.0,87.2,4340.16,8720.0,160.0,,543,1000,934.07,12123.145100000002,93407,978,
46,3147.1513555049896,0,0,28.15064311027527,46,32.205776,12,2.4972897,91.80712890625,183.55015563964844,0.050026566,-5.9904022216796875,0.049999557,-5.991482257843018,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.7599202e-08,2.3222256e-06,0.05,0.05,0.0,260.0,91.8,5440.76,9180.0,160.0,,523,1000,943.24,9506.602399999998,94324,989,
47,3215.6466035842896,0,0,27.95611572265625,47,32.21296,8,2.4960632,79.20013427734375,158.39328002929688,0.050026566,-5.9904022216796875,0.049999557,-5.991482257843018,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.8087892e-08,2.3433363e-06,0.05,0.05,0.0,220.0,79.2,5215.36,7920.0,160.0,,542,1000,951.01,10312.289899999998,95101,969,
48,3284.1795456409454,0,0,27.986160278320312,48,32.220123,8,2.493808,98.5865707397461,197.15469360351562,0.050026566,-5.9904022216796875,0.049999546,-5.991482734680176,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.8616507e-08,2.3676503e-06,0.05,0.05,0.0,220.0,98.6,4890.04,9860.0,160.0,,580,1000,948.45,9412.0675,94845,976,
49,3352.8568902015686,0,0,28.95719313621521,49,32.22728,7,2.4947422,91.21113586425781,182.43006896972656,0.050026566,-5.9904022216796875,0.049999535,-5.991483211517334,0.050000716,-5.991436004638672,0.05,-5.991464614868164,5.9226384e-08,2.3968284e-06,0.05,0.05,0.0,200.0,91.2,5010.560000000001,9120.0,160.0,,642,1000,963.87,5835.693100000001,96387,988,
50,3419.220380783081,0,0,26.549421548843384,50,32.23454,2,2.4929533,92.9945068359375,185.97555541992188,0.050026566,-5.9904022216796875,0.049999524,-5.991483688354492,0.0500007,-5.99143648147583,0.05,-5.991464614868164,5.996013e-08,2.4320636e-06,0.05,0.05,0.0,200.0,93.0,3971.0,9300.0,160.0,,419,1000,922.9,12816.989999999998,92290,977,
51,3486.1279780864716,0,0,27.445642232894897,51,32.241776,7,2.4936125,94.203369140625,188.39788818359375,0.050026566,-5.9904022216796875,0.04999951,-5.99148416519165,0.0500007,-5.99143648147583,0.05,-5.991464614868164,6.084285e-08,2.4726594e-06,0.05,0.05,0.0,220.0,94.2,4858.36,9420.0,160.0,,567,1000,940.79,10519.1859,94079,991,
52,3553.652768135071,0,0,28.031956911087036,52,32.24903,7,2.4947796,98.2242202758789,196.46852111816406,0.050026566,-5.9904022216796875,0.049999498,-5.991484642028809,0.0500007,-5.99143648147583,0.05,-5.991464614868164,6.1855594e-08,2.5179363e-06,0.05,0.05,0.0,220.0,98.2,4616.759999999998,9820.0,160.0,,582,1000,943.84,10594.5944,94384,996,
53,3621.8499155044556,0,0,28.684762477874756,53,32.256325,5,2.490274,97.1932601928711,194.31744384765625,0.050026566,-5.9904022216796875,0.049999487,-5.991485118865967,0.0500007,-5.99143648147583,0.05,-5.991464614868164,6.299084e-08,2.5670909e-06,0.05,0.05,0.0,220.0,97.2,4976.16,9720.0,160.0,,477,1000,952.14,10321.120400000003,95214,981,
54,3689.618094921112,0,0,28.11277461051941,54,32.26364,7,2.4940243,105.6092300415039,211.14413452148438,0.050026566,-5.9904022216796875,0.04999947,-5.991485595703125,0.05000069,-5.991436958312988,0.05,-5.991464614868164,6.421847e-08,2.6211967e-06,0.05,0.05,0.0,200.0,105.6,4288.64,10560.0,160.0,,567,1000,951.31,8061.273899999999,95131,986,
55,3757.743002176285,0,0,28.14395785331726,55,32.27086,8,2.4929676,94.0018310546875,188.03866577148438,0.050026566,-5.9904022216796875,0.04999946,-5.991486072540283,0.05000068,-5.9914374351501465,0.05,-5.991464614868164,6.557504e-08,2.6806588e-06,0.05,0.05,0.0,200.0,94.0,5020.0,9400.0,160.0,,504,1000,952.6,9329.6,95260,985,
56,3825.0316112041473,0,0,27.91246509552002,56,32.278145,10,2.4936213,98.20106506347656,196.49227905273438,0.050026566,-5.9904022216796875,0.04999946,-5.991486072540283,0.050000664,-5.991437911987305,0.05,-5.991464614868164,6.705786e-08,2.7435299e-06,0.05,0.05,0.0,220.0,98.2,5144.759999999998,9820.0,160.0,,440,1000,950.62,10590.135600000001,95062,990,
57,3892.294068336487,0,0,27.934673070907593,57,32.2855,4,2.4909732,91.00153350830078,181.93325805664062,0.050026566,-5.9904022216796875,0.04999946,-5.991486072540283,0.050000664,-5.991437911987305,0.05,-5.991464614868164,6.862751e-08,2.8077352e-06,0.05,0.05,0.0,200.0,91.0,5027.0,9100.0,160.0,,451,1000,951.12,11528.865599999997,95112,971,
58,3959.3958237171173,0,0,27.72350788116455,58,32.292946,9,2.4920125,93.99390411376953,187.96817016601562,0.050026566,-5.9904022216796875,0.04999946,-5.991486072540283,0.050000664,-5.991437911987305,0.05,-5.991464614868164,7.023092e-08,2.8734216e-06,0.05,0.05,0.0,220.0,94.0,5044.0,9400.0,160.0,,585,1000,952.14,9137.720399999998,95214,992,
59,4026.768867254257,0,0,27.565515279769897,59,32.300392,12,2.4939713,106.61473083496094,213.216552734375,0.050026566,-5.9904022216796875,0.04999945,-5.991486549377441,0.050000664,-5.991437911987305,0.05,-5.991464614868164,7.187827e-08,2.9400842e-06,0.05,0.05,0.0,220.0,106.6,4600.44,10660.0,160.0,,472,1000,931.23,12858.5771,93123,979,
60,4094.6510508060455,0,0,28.056053161621094,60,32.307922,10,2.4951415,88.60231018066406,177.21591186523438,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.050000653,-5.991438388824463,0.05,-5.991464614868164,7.354643e-08,3.0057588e-06,0.05,0.05,0.0,240.0,88.6,5570.039999999997,8860.0,160.0,,534,1000,942.85,11168.747499999998,94285,980,
61,4161.854610204697,0,0,27.821224451065063,61,32.315628,9,2.4931037,93.59406280517578,187.18487548828125,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,7.5187415e-08,3.0705019e-06,0.05,0.05,0.0,220.0,93.6,5375.039999999999,9360.0,160.0,,574,1000,954.45,7405.307499999999,95445,988,
62,4229.964231967926,0,0,28.350171089172363,62,32.323185,7,2.493655,101.98707580566406,203.9370880126953,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,7.680634e-08,3.135586e-06,0.05,0.05,0.0,220.0,102.0,4764.0,10200.0,160.0,,688,1000,959.81,5704.5539,95981,983,
63,4297.804670572281,0,0,27.922035694122314,63,32.33081,4,2.491982,101.39515686035156,202.81626892089844,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,7.843286e-08,3.2010562e-06,0.05,0.05,0.0,220.0,101.4,4914.040000000001,10140.0,160.0,,528,1000,956.14,7204.700400000001,95614,980,
64,4364.958059310913,0,0,27.07475781440735,64,32.338497,13,2.4943445,106.59830474853516,213.1215362548828,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,8.0070656e-08,3.2669557e-06,0.05,0.05,0.0,220.0,106.6,4864.44,10660.0,160.0,,514,1000,939.11,12683.197900000003,93911,992,
65,4433.084147453308,0,0,28.604954481124878,65,32.346096,9,2.4979618,109.21398162841797,218.49008178710938,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,8.171559e-08,3.33414e-06,0.05,0.05,0.0,260.0,109.2,4443.360000000001,10920.0,160.0,,666,1000,948.3,7252.250000000001,94830,983,
66,4499.313116073608,0,0,26.786237716674805,66,32.35376,9,2.494918,112.40621185302734,224.82785034179688,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000064,-5.991438865661621,0.05,-5.991464614868164,8.339225e-08,3.4029772e-06,0.05,0.05,0.0,240.0,112.4,4294.240000000002,11240.0,160.0,,596,1000,934.96,11180.198400000003,93496,975,
67,4567.814677238464,0,0,29.232128858566284,67,32.361336,6,2.4932017,103.1981430053711,206.2884521484375,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.050000653,-5.991438388824463,0.05,-5.991464614868164,8.510947e-08,3.4741327e-06,0.05,0.05,0.0,180.0,103.2,4621.759999999998,10320.0,160.0,,645,1000,955.78,6086.3315999999995,95578,984,
68,4634.943245410919,0,0,27.81230640411377,68,32.36897,9,2.4941785,104.79232025146484,209.56944274902344,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.050000664,-5.991437911987305,0.05,-5.991464614868164,8.688636e-08,3.5477665e-06,0.05,0.05,0.0,220.0,104.8,4912.959999999999,10480.0,160.0,,582,1000,948.03,9525.8691,94803,996,
69,4701.038720846176,0,0,26.685826778411865,69,32.376553,5,2.4966238,109.6041259765625,219.103271484375,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.050000664,-5.991437911987305,0.05,-5.991464614868164,8.872483e-08,3.6229444e-06,0.05,0.05,0.0,220.0,109.6,4323.839999999999,10960.0,160.0,,523,1000,946.06,9048.3964,94606,983,
70,4768.086162567139,0,0,27.399046182632446,70,32.384167,8,2.4934022,120.998291015625,241.99832153320312,0.050026566,-5.9904022216796875,0.04999944,-5.9914870262146,0.05000068,-5.9914374351501465,0.05,-5.991464614868164,9.0602164e-08,3.6995737e-06,0.05,0.05,0.0,220.0,121.0,4123.0,12100.0,160.0,,528,1000,944.89,11198.057899999998,94489,987,
