,walltimes,n_rejected,n_reused,workertimes,generations,param_norm,unp_rank,grad_norm,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
71,4834.9911115169525,0,0,27.636430501937866,71,32.391727,7,2.4943721,109.995361328125,220.0049285888672,0.050026566,-5.9904022216796875,0.049999427,-5.991487503051758,0.05000068,-5.9914374351501465,0.05,-5.991464614868164,9.251662e-08,3.778389e-06,0.05,0.05,0.0,200.0,110.0,4228.0,11000.0,160.0,,624,1000,942.28,9123.421600000003,94228,973,
72,4902.413380622864,0,0,27.996201515197754,72,32.399384,10,2.4942815,114.59678649902344,229.08946228027344,0.050026566,-5.9904022216796875,0.049999416,-5.991487979888916,0.05000068,-5.9914374351501465,0.05,-5.991464614868164,9.448661e-08,3.859308e-06,0.05,0.05,0.0,280.0,114.6,4126.839999999999,11460.0,160.0,,391,1000,942.72,10605.641599999999,94272,984,
73,4969.901307821274,0,0,27.211704969406128,73,32.40712,7,2.4936996,111.80194854736328,223.5979766845703,0.050026566,-5.9904022216796875,0.049999416,-5.991487979888916,0.05000069,-5.991436958312988,0.05,-5.991464614868164,9.6510206e-08,3.9414417e-06,0.05,0.05,0.0,240.0,111.8,4488.759999999999,11180.0,160.0,,418,1000,957.97,9739.3091,95797,983,
74,5037.496423006058,0,0,28.397273063659668,74,32.41472,8,2.4937186,116.80821990966797,233.57652282714844,0.050026566,-5.9904022216796875,0.049999405,-5.991488456726074,0.05000069,-5.991436958312988,0.05,-5.991464614868164,9.8563696e-08,4.0246937e-06,0.05,0.05,0.0,200.0,116.8,4189.759999999999,11680.0,160.0,,621,1000,963.24,5846.402400000001,96324,973,
75,5105.073047161102,0,0,28.139580249786377,75,32.422096,12,2.4963794,117.59803009033203,235.0968017578125,0.050026566,-5.9904022216796875,0.049999405,-5.991488456726074,0.05000069,-5.991436958312988,0.05,-5.991464614868164,1.0064432e-07,4.109382e-06,0.05,0.05,0.0,220.0,117.6,4042.240000000001,11760.0,160.0,,696,1000,961.25,4726.7875,96125,976,
76,5172.783012628555,0,0,28.117749452590942,76,32.4297,6,2.4917574,124.39521789550781,248.79627990722656,0.050026566,-5.9904022216796875,0.04999938,-5.991489410400391,0.0500007,-5.99143648147583,0.05,-5.991464614868164,1.02760964e-07,4.195822e-06,0.05,0.05,0.0,200.0,124.4,3716.64,12440.0,160.0,,489,1000,954.06,9800.816400000003,95406,982,
77,5239.1105926036835,0,0,27.037349462509155,77,32.437317,6,2.4967313,116.19990539550781,232.34336853027344,0.050026566,-5.9904022216796875,0.049999367,-5.991489887237549,0.050000716,-5.991436004638672,0.05,-5.991464614868164,1.0492143e-07,4.283823e-06,0.05,0.05,0.0,220.0,116.2,3845.56,11620.0,160.0,,463,1000,943.29,9869.7059,94329,981,
78,5306.399221658707,0,0,27.792083024978638,78,32.444836,9,2.492899,126.4007797241211,252.73011779785156,0.050026566,-5.9904022216796875,0.049999356,-5.991490364074707,0.050000727,-5.991435527801514,0.05,-5.991464614868164,1.0712023e-07,4.373042e-06,0.05,0.05,0.0,220.0,126.4,3455.0400000000013,12640.0,160.0,,726,1000,956.52,7248.9296,95652,967,
79,5373.680000543594,0,0,28.17999815940857,79,32.4525,5,2.496352,118.40679931640625,236.77244567871094,0.050026566,-5.9904022216796875,0.04999934,-5.991490840911865,0.05000074,-5.9914350509643555,0.05,-5.991464614868164,1.0934794e-07,4.463082e-06,0.05,0.05,0.0,220.0,118.4,3973.4399999999987,11840.0,160.0,,468,1000,959.04,8747.1584,95904,979,
80,5441.274991989136,0,0,28.14367914199829,80,32.460266,7,2.4944236,126.00619506835938,252.04110717773438,0.050026566,-5.9904022216796875,0.04999933,-5.991491317749023,0.05000074,-5.9914350509643555,0.05,-5.991464614868164,1.1159886e-07,4.5544753e-06,0.05,0.05,0.0,200.0,126.0,3148.0,12600.0,160.0,,641,1000,946.36,9330.410399999999,94636,978,
81,5508.47588467598,0,0,27.663187980651855,81,32.468025,11,2.4963744,125.99343872070312,251.9417266845703,0.050026566,-5.9904022216796875,0.04999932,-5.991491794586182,0.05000074,-5.9914350509643555,0.05,-5.991464614868164,1.1388357e-07,4.646403e-06,0.05,0.05,0.0,240.0,126.0,4060.0,12600.0,160.0,,444,1000,954.64,9449.7504,95464,970,
82,5576.588578701019,0,0,27.87214732170105,82,32.475784,7,2.4960537,118.39802551269531,236.8002166748047,0.050026566,-5.9904022216796875,0.04999932,-5.991491794586182,0.05000074,-5.9914350509643555,0.05,-5.991464614868164,1.1618046e-07,4.7392327e-06,0.05,0.05,0.0,220.0,118.4,3813.44,11840.0,160.0,,444,1000,955.57,8493.905099999998,95557,977,
83,5644.33985543251,0,0,28.25017285346985,83,32.483498,6,2.4962087,107.61659240722656,215.28099060058594,0.050026566,-5.9904022216796875,0.04999932,-5.991491794586182,0.05000074,-5.9914350509643555,0.05,-5.991464614868164,1.18498534e-07,4.832243e-06,0.05,0.05,0.0,200.0,107.6,4974.24,10760.0,160.0,,577,1000,963.54,6020.368399999999,96354,996,
84,5711.6757271289825,0,0,27.494815587997437,84,32.491302,8,2.49337,128.6069793701172,257.1648864746094,0.050026566,-5.9904022216796875,0.04999932,-5.991491794586182,0.05000075,-5.991434574127197,0.05,-5.991464614868164,1.2082302e-07,4.925273e-06,0.05,0.05,0.0,240.0,128.6,2954.0400000000004,12860.0,160.0,,424,1000,938.08,11971.753599999998,93808,979,
85,5778.673884153366,0,0,27.217862367630005,85,32.4991,11,2.4943001,115.9988784790039,231.975341796875,0.050026566,-5.9904022216796875,0.04999932,-5.991491794586182,0.050000772,-5.991433620452881,0.05,-5.991464614868164,1.231473e-07,5.018315e-06,0.05,0.05,0.0,220.0,116.0,4440.0,11600.0,160.0,,540,1000,962.64,7352.5704,96264,999,
86,5845.997389554977,0,0,28.194525003433228,86,32.506866,7,2.4932578,117.5936279296875,235.1505126953125,0.050026566,-5.9904022216796875,0.049999308,-5.99149227142334,0.050000798,-5.9914326667785645,0.05,-5.991464614868164,1.2547262e-07,5.1114425e-06,0.05,0.05,0.0,220.0,117.6,4050.240000000001,11760.0,160.0,,463,1000,948.48,10975.009600000001,94848,980,
87,5912.488703727722,0,0,27.12770652770996,87,32.514698,8,2.4947457,113.5923843383789,227.18359375,0.050026566,-5.9904022216796875,0.049999293,-5.991492748260498,0.05000082,-5.991431713104248,0.05,-5.991464614868164,1.278007e-07,5.20425e-06,0.05,0.05,0.0,200.0,113.6,4279.040000000001,11360.0,160.0,,660,1000,962.78,5954.3715999999995,96278,983,
88,5979.671251535416,0,0,28.080210208892822,88,32.52264,10,2.493752,131.79896545410156,263.53729248046875,0.050026566,-5.9904022216796875,0.04999928,-5.991493225097656,0.050000846,-5.991430759429932,0.05,-5.991464614868164,1.3012017e-07,5.2968585e-06,0.05,0.05,0.0,240.0,131.8,3216.759999999999,13180.0,160.0,,718,1000,958.88,4906.5856,95888,993,
89,6046.511643409729,0,0,27.47228455543518,89,32.53033,17,2.4949372,136.18849182128906,272.3983154296875,0.050026566,-5.9904022216796875,0.04999927,-5.9914937019348145,0.050000858,-5.991430282592773,0.05,-5.991464614868164,1.3243346e-07,5.3891863e-06,0.05,0.05,0.0,240.0,136.2,3325.5600000000013,13620.0,160.0,,589,1000,951.81,8026.1739,95181,995,
90,6114.079479932785,0,0,28.64287495613098,90,32.53785,6,2.4934294,112.19695281982422,224.38670349121094,0.050026566,-5.9904022216796875,0.04999926,-5.991494178771973,0.05000087,-5.991429805755615,0.05,-5.991464614868164,1.3474093e-07,5.4810885e-06,0.05,0.05,0.0,220.0,112.2,4519.16,11220.0,160.0,,642,1000,961.91,5443.841899999999,96191,964,
91,6181.827280521393,0,0,27.894484281539917,91,32.545498,12,2.4942384,122.20574188232422,244.42152404785156,0.050026566,-5.9904022216796875,0.04999925,-5.991494655609131,0.05000088,-5.991429328918457,0.05,-5.991464614868164,1.3703821e-07,5.572454e-06,0.05,0.05,0.0,200.0,122.2,3887.1600000000008,12220.0,160.0,,650,1000,963.32,5100.097599999999,96332,973,
92,6249.14299082756,0,0,28.375338315963745,92,32.553093,10,2.4948742,115.00141143798828,229.98117065429688,0.050026566,-5.9904022216796875,0.049999237,-5.991495132446289,0.050000895,-5.991428852081299,0.05,-5.991464614868164,1.3932181e-07,5.6631025e-06,0.05,0.05,0.0,200.0,115.0,4331.0,11500.0,160.0,,475,1000,955.44,8462.7664,95544,983,
93,6316.988539218903,0,0,28.907116174697876,93,32.560673,7,2.4959233,123.19842529296875,246.2341766357422,0.050026566,-5.9904022216796875,0.049999237,-5.991495132446289,0.050000906,-5.991428375244141,0.05,-5.991464614868164,1.4158677e-07,5.7529405e-06,0.05,0.05,0.0,200.0,123.2,3765.759999999999,12320.0,160.0,,676,1000,956.49,5949.269899999998,95649,967,
94,6383.71458697319,0,0,27.788797616958618,94,32.568317,7,2.4956086,125.60704040527344,251.2895050048828,0.050026566,-5.9904022216796875,0.049999226,-5.991495609283447,0.050000917,-5.991427898406982,0.05,-5.991464614868164,1.4383212e-07,5.842229e-06,0.05,0.05,0.0,220.0,125.6,3648.64,12560.0,160.0,,492,1000,959.41,7745.8019,95941,995,
95,6451.122048616409,0,0,28.336169004440308,95,32.575874,7,2.4935496,128.81094360351562,257.6693115234375,0.050026566,-5.9904022216796875,0.049999226,-5.991495609283447,0.05000093,-5.991427421569824,0.05,-5.991464614868164,1.4606535e-07,5.9308204e-06,0.05,0.05,0.0,220.0,128.8,3594.5600000000004,12880.0,160.0,,527,1000,959.81,6332.6539,95981,972,
96,6518.860327720642,0,0,28.637993097305298,96,32.58349,11,2.493309,123.99131774902344,247.88876342773438,0.050026566,-5.9904022216796875,0.04999921,-5.9914960861206055,0.05000094,-5.991426944732666,0.05,-5.991464614868164,1.4827968e-07,6.0188286e-06,0.05,0.05,0.0,220.0,124.0,4160.0,12400.0,160.0,,522,1000,959.52,8373.4096,95952,995,
97,6585.5267832279205,0,0,27.846127033233643,97,32.59096,7,2.4940424,115.2014389038086,230.2694091796875,0.050026566,-5.9904022216796875,0.0499992,-5.991496562957764,0.05000095,-5.991426467895508,0.05,-5.991464614868164,1.504791e-07,6.105598e-06,0.05,0.05,0.0,240.0,115.2,4536.959999999999,11520.0,160.0,,366,1000,957.2,8089.899999999999,95720,1000,
98,6652.889954566956,0,0,27.888689041137695,98,32.598534,4,2.4955142,128.59242248535156,257.0797424316406,0.050026566,-5.9904022216796875,0.04999919,-5.991497039794922,0.050000962,-5.99142599105835,0.05,-5.991464614868164,1.5264804e-07,6.1910973e-06,0.05,0.05,0.0,180.0,128.6,2618.0399999999995,12860.0,160.0,,609,1000,949.47,7280.0091,94947,993,
99,6720.612496137619,0,0,28.62624454498291,99,32.60601,8,2.493633,119.7885513305664,239.63961791992188,0.050026566,-5.9904022216796875,0.049999174,-5.99149751663208,0.050000977,-5.991425514221191,0.05,-5.991464614868164,1.5478533e-07,6.275593e-06,0.05,0.05,0.0,220.0,119.8,3851.9599999999987,11980.0,160.0,,647,1000,964.86,5493.540400000002,96486,987,
