,walltimes,unp_rank,generations,n_reused,n_rejected,grad_norm,workertimes,param_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
64,224.85389232635498,1,64,0,0,0.24215639,3.312612771987915,16.529049,0.0,0.0,0.05,-5.9914646,1.0,-1.274672508239746,-1.1266264915466309,-1.1941341161727905,0.0008646372589282691,-119.41341400146484,-1.0349818,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
65,228.62360334396362,1,65,0,0,0.24266624,3.6233394145965576,16.56561,0.0,0.0,0.05,-5.9914646,1.0,-1.2902971506118774,-1.1131234169006348,-1.1962391138076782,0.0012972205877304077,-119.62391662597656,-1.0280353,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
66,232.07416558265686,1,66,0,0,0.24291706,3.2771894931793213,16.60005,0.0,0.0,0.05,-5.9914646,1.0,-1.2554160356521606,-1.1049237251281738,-1.184641718864441,0.001053231186233461,-118.46417236328125,-1.0428512,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
67,235.57695126533508,1,67,0,0,0.24421366,3.329831600189209,16.634493,0.0,0.0,0.05,-5.9914646,1.0,-1.257603406906128,-1.094680666923523,-1.1783818006515503,0.0011564260348677635,-117.83818054199219,-1.0281845,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
68,238.7857186794281,1,68,0,0,0.2421305,3.040560007095337,16.667814,0.0,0.0,0.05,-5.9914646,1.0,-1.2498375177383423,-1.1081030368804932,-1.1692230701446533,0.0008731870329938829,-116.92230987548828,-1.0224868,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
69,242.37119388580322,1,69,0,0,0.2455284,3.412221670150757,16.698177,0.0,0.0,0.05,-5.9914646,1.0,-1.2520703077316284,-1.0893218517303467,-1.169358253479004,0.0009185294038616121,-116.93582153320312,-1.0437905,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
70,245.8462393283844,1,70,0,0,0.2419607,3.303130626678467,16.726368,0.0,0.0,0.05,-5.9914646,1.0,-1.2340497970581055,-1.0754876136779785,-1.1549859046936035,0.0009032604866661131,-115.49858856201172,-1.0091902,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
71,249.30535578727722,1,71,0,0,0.24328245,3.292635917663574,16.75743,0.0,0.0,0.05,-5.9914646,1.0,-1.2200371026992798,-1.090234398841858,-1.147555947303772,0.0008761940989643335,-114.7555923461914,-0.9902282,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
72,252.80509185791016,1,72,0,0,0.24567233,3.3643085956573486,16.789112,0.0,0.0,0.05,-5.9914646,1.0,-1.244756817817688,-1.057449460029602,-1.14911687374115,0.0011407146230340004,-114.91168975830078,-1.0062573,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
73,256.2992117404938,1,73,0,0,0.24376287,3.322141408920288,16.820372,0.0,0.0,0.05,-5.9914646,1.0,-1.2164119482040405,-1.0647523403167725,-1.138229250907898,0.0010086026741191745,-113.82292175292969,-0.9570865,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
74,259.76264691352844,1,74,0,0,0.24263573,3.293816566467285,16.853737,0.0,0.0,0.05,-5.9914646,1.0,-1.2311391830444336,-1.0515472888946533,-1.1343474388122559,0.0011581359431147575,-113.43473815917969,-0.95288455,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
75,265.6878933906555,1,75,0,0,0.24259566,5.7472779750823975,16.886738,0.0,0.0,0.05,-5.9914646,1.0,-1.184037208557129,-1.0625401735305786,-1.1246834993362427,0.0008745004306547344,-112.46834564208984,-1.0064093,-0.96177244,1000,1000,1000.0,0.0,100000,1000,10000.0,0,0,0.0,0.0,0,0,0.0
76,269.16899585723877,1,76,0,0,0.24317855,3.3060429096221924,16.918375,0.0,0.0,0.05,-5.9914646,1.0,-1.1991184949874878,-1.0507277250289917,-1.1149988174438477,0.0009000453283078969,-111.4998779296875,-0.97461075,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
77,272.75245666503906,1,77,0,0,0.24339776,3.4047787189483643,16.94805,0.0,0.0,0.05,-5.9914646,1.0,-1.187704086303711,-1.033902883529663,-1.11043119430542,0.0009455076651647687,-111.0431137084961,-0.966408,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
78,276.1938531398773,1,78,0,0,0.24176954,3.264958143234253,16.97431,0.0,0.0,0.05,-5.9914646,1.0,-1.1878330707550049,-1.0185885429382324,-1.1051651239395142,0.0008942421991378069,-110.51651000976562,-0.9821859,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
79,279.6695272922516,1,79,0,0,0.24318637,3.2992255687713623,16.997602,0.0,0.0,0.05,-5.9914646,1.0,-1.1789703369140625,-1.0141377449035645,-1.1028159856796265,0.0011152252554893494,-110.28160095214844,-0.9420121,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
80,283.21423721313477,1,80,0,0,0.2419384,3.409209966659546,17.021168,0.0,0.0,0.05,-5.9914646,1.0,-1.1800552606582642,-1.0110418796539307,-1.0945885181427002,0.0010209598112851381,-109.45884704589844,-0.95957816,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
81,286.7519540786743,1,81,0,0,0.24278073,3.3620219230651855,17.04341,0.0,0.0,0.05,-5.9914646,1.0,-1.1471911668777466,-0.9874621033668518,-1.0850415229797363,0.0009416511747986078,-108.50415802001953,-0.9244576,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
82,290.02420926094055,1,82,0,0,0.24289283,3.1032450199127197,17.063448,0.0,0.0,0.05,-5.9914646,1.0,-1.1584724187850952,-0.9965278506278992,-1.0844703912734985,0.0009380775736644864,-108.44703674316406,-0.928989,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
83,293.5880687236786,1,83,0,0,0.24378192,3.3887526988983154,17.083582,0.0,0.0,0.05,-5.9914646,1.0,-1.133609652519226,-1.0056564807891846,-1.0716196298599243,0.0008887502481229603,-107.1619644165039,-0.94412285,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
84,297.1671600341797,1,84,0,0,0.24432343,3.401677131652832,17.103943,0.0,0.0,0.05,-5.9914646,1.0,-1.122766375541687,-0.9742473363876343,-1.0614467859268188,0.0009684691322036088,-106.14468383789062,-0.9124066,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
