,n_reused,param_norm,unp_rank,workertimes,generations,walltimes,n_rejected,grad_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
0,0,14.148517,54,5.343191385269165,0,5.598503112792969,0,4.8208184,0.0,0.0,0.05,-5.9914646,0.05,-2.9275078773498535,-2.4713997840881348,-2.7036707401275635,0.00885072723031044,-270.3670654296875,-2.703154,-2.7082713,1000,1000,1000.0,0.0,100000,1000,10000.0,0,0,0.0,0.0,0,0,0.0
1,0,14.151494,56,3.1208438873291016,1,8.891379594802856,0,4.8365693,0.0,0.0,0.05,-5.9914646,0.05,-2.926405429840088,-2.4431681632995605,-2.67698335647583,0.009204118512570858,-267.6983337402344,-2.6837168,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
2,0,14.163205,47,2.9076733589172363,2,11.972245454788208,0,4.8548117,0.0,0.0,0.05,-5.9914646,0.05,-2.923682451248169,-2.402122735977173,-2.666536569595337,0.010692712850868702,-266.6536560058594,-2.6614702,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
3,0,14.184862,48,3.0400795936584473,3,15.18538212776184,0,4.8635397,0.0,0.0,0.05,-5.9914646,0.05,-2.902798652648926,-2.4338324069976807,-2.6210668087005615,0.011383521370589733,-262.106689453125,-2.599234,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
4,0,14.2160845,42,2.9951283931732178,4,18.34932518005371,0,4.859207,0.0,0.0,0.05,-5.9914646,0.05,-2.8131539821624756,-2.301363706588745,-2.579770088195801,0.00990735087543726,-257.9770202636719,-2.541655,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
5,0,14.258842,13,3.0309059619903564,5,21.55536198616028,0,4.840264,0.0,0.0,0.05,-5.9914646,0.05,-2.8410837650299072,-2.296416759490967,-2.5551183223724365,0.01096365973353386,-255.5118408203125,-2.4263728,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
6,0,14.309418,6,3.1023998260498047,6,24.83359384536743,0,4.810176,0.0,0.0,0.05,-5.9914646,0.05,-2.7352476119995117,-2.298928737640381,-2.4922101497650146,0.00915974099189043,-249.22100830078125,-2.3345618,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
7,0,14.368916,2,2.8173489570617676,7,27.826877117156982,0,4.8661995,0.0,0.0,0.05,-5.9914646,0.05,-2.65852427482605,-2.147775650024414,-2.4318673610687256,0.010342222638428211,-243.18673706054688,-2.205306,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
8,0,14.436988,1,3.2118747234344482,8,31.213520526885986,0,4.853532,0.0,0.0,0.05,-5.9914646,0.05,-2.6327574253082275,-2.1341867446899414,-2.3747005462646484,0.011699547991156578,-237.47006225585938,-2.1320045,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
9,0,14.512995,1,3.1633222103118896,9,34.55091691017151,0,4.856607,0.0,0.0,0.05,-5.9914646,0.05,-2.5445058345794678,-2.1434292793273926,-2.3238718509674072,0.006761461962014437,-232.38719177246094,-2.0948658,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
