,accuracy_avg,accuracy_max,accuracy_min,accuracy_sum,accuracy_unp,accuracy_val,accuracy_var,beta,generations,lr_0,lr_1,n_rejected,n_reused,observations_avg,observations_max,observations_min,observations_sum,observations_unp,observations_val,observations_var,return_avg,return_max,return_min,return_sum,return_unp,return_val,return_var,sigma,unp_rank,walltimes,workertimes
0,0.09606999999999997,0.155,0.046,9.606999999999998,0.107,0.0951,0.0004634850999999999,-6.009023666381836,0,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,10000.0,0.0,-2.757802963256836,-2.5300261974334717,-3.0330071449279785,-275.7803039550781,-2.798002243041992,-2.798468589782715,0.012445276603102684,0.05000000074505806,60,8.85823392868042,6.216006755828857
1,0.09612999999999998,0.144,0.044,9.612999999999998,0.109,,0.0003911531,-5.996061325073242,1,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.7468090057373047,-2.4979054927825928,-2.9641003608703613,-274.680908203125,-2.704486608505249,,0.008579853922128677,0.04956294223666191,32,16.03899121284485,4.601484537124634
2,0.09801,0.163,0.052,9.801,0.09,,0.0004992699,-6.04275369644165,2,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.7194511890411377,-2.490647077560425,-2.9169511795043945,-271.94512939453125,-2.7325875759124756,,0.008476251736283302,0.04988521337509155,55,23.301110982894897,4.685755252838135
3,0.10634,0.151,0.062,10.634,0.125,,0.0004026844,-6.054001331329346,3,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.664163827896118,-2.424154758453369,-2.864814043045044,-266.4163818359375,-2.6314311027526855,,0.007258313708007336,0.04873407259583473,36,30.609914541244507,4.728964328765869
4,0.11710999999999999,0.184,0.068,11.710999999999999,0.129,,0.0005661979,-6.1211090087890625,4,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.604550361633301,-2.3882172107696533,-2.9257164001464844,-260.4550476074219,-2.5570340156555176,,0.008993037045001984,0.04846077039837837,31,37.90025973320007,4.701878786087036
5,0.12403999999999998,0.212,0.059,12.403999999999998,0.13,,0.0006703583999999999,-6.13615608215332,5,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.5435187816619873,-2.335137367248535,-2.9427077770233154,-254.3518829345703,-2.4712202548980713,,0.009864533320069313,0.04686170443892479,24,45.163233041763306,4.674926280975342
6,0.13149,0.179,0.083,13.149,0.16,,0.0005578098999999999,-6.158060073852539,6,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.499753952026367,-2.3191826343536377,-2.735910177230835,-249.9753875732422,-2.3484907150268555,,0.006671109236776829,0.04651046171784401,3,52.40850067138672,4.646290302276611
7,0.14116,0.196,0.082,14.116000000000001,0.18,,0.0006660944,-6.1514458656311035,7,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.425246238708496,-2.2626616954803467,-2.632042169570923,-242.52462768554688,-2.279205560684204,,0.005071576684713364,0.046003855764865875,2,59.73203945159912,4.728886365890503
8,0.15332,0.209,0.098,15.332,0.204,,0.0006513775999999998,-6.138608455657959,8,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.364835262298584,-2.154986619949341,-2.53427791595459,-236.48353576660156,-2.212212324142456,,0.005558075848966837,0.04615624621510506,3,66.99057865142822,4.673959255218506
9,0.16484000000000001,0.262,0.106,16.484,0.23,,0.0007713344000000001,-6.0845160484313965,9,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.3197340965270996,-2.1354846954345703,-2.4886975288391113,-231.97340393066406,-2.10042405128479,,0.005353646818548441,0.04645346477627754,1,74.34887528419495,4.758603096008301
10,0.18336000000000002,0.255,0.124,18.336000000000002,0.289,,0.0008593104000000001,-6.130093097686768,10,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.2567875385284424,-2.0864760875701904,-2.438361644744873,-225.6787567138672,-2.0097405910491943,,0.005435205064713955,0.04772699996829033,1,81.63988161087036,4.6859540939331055
11,0.20406,0.267,0.138,20.406,0.326,,0.0008046764000000002,-6.136507034301758,11,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.191272020339966,-2.040944814682007,-2.314188241958618,-219.12721252441406,-1.9339404106140137,,0.0036273840814828873,0.04665167257189751,1,88.95062279701233,4.688202381134033
12,0.22040000000000007,0.32,0.144,22.040000000000006,0.369,,0.00124042,-6.148569107055664,12,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.148592472076416,-1.9799330234527588,-2.3687872886657715,-214.85923767089844,-1.8626970052719116,,0.005648965016007423,0.04650229960680008,1,96.28191423416138,4.713592052459717
13,0.24594000000000002,0.323,0.17,24.594,0.4,,0.0016307364,-6.156699180603027,13,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.0790913105010986,-1.9047431945800781,-2.2699711322784424,-207.9091339111328,-1.8241945505142212,,0.006449900101870298,0.046222686767578125,1,103.58394193649292,4.664867401123047
14,0.27388,0.392,0.188,27.388,0.439,,0.0012669256000000001,-6.176106929779053,14,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.014207363128662,-1.7954329252243042,-2.223794937133789,-201.4207305908203,-1.7451366186141968,,0.004410452209413052,0.046035170555114746,1,110.89860558509827,4.684408664703369
15,0.30198,0.409,0.208,30.198000000000004,0.472,,0.0015036595999999998,-6.217438697814941,15,0.05,3.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.956375241279602,-1.8078792095184326,-2.1126670837402344,-195.6375274658203,-1.6612470149993896,,0.003756264690309763,0.045590613037347794,1,118.27378797531128,4.72570013999939
