,accuracy_avg,accuracy_max,accuracy_min,accuracy_sum,accuracy_unp,accuracy_val,accuracy_var,beta_avg,beta_max,beta_med,beta_min,beta_std,generations,lr_0,lr_1,n_rejected,n_reused,observations_avg,observations_max,observations_min,observations_sum,observations_unp,observations_val,observations_var,return_avg,return_max,return_min,return_sum,return_unp,return_val,return_var,sigma_avg,sigma_max,sigma_med,sigma_min,sigma_std,unp_rank,walltimes,workertimes
10,0.18791999999999998,0.274,0.118,18.791999999999998,0.317,,0.0012378136000000004,-5.991236074320854,-5.5374856123789336,-5.991923823823393,-6.3999714520032045,0.0315307080574904,10,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.276510238647461,-2.1072769165039062,-2.475308656692505,-227.65101623535156,-1.9433605670928955,,0.007129124365746975,0.05000571214593947,0.06274083256721497,0.0499885194003582,0.04076278582215309,0.0007572567446586527,1,82.14074659347534,4.590733766555786
11,0.20951000000000003,0.3,0.103,20.951000000000004,0.359,,0.0011478899000000001,-5.991215911045532,-5.624765802216812,-5.991886115582707,-6.3195496260846165,0.03313703823077116,11,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.203855514526367,-2.0373752117156982,-2.4155797958374023,-220.38555908203125,-1.8802908658981323,,0.0057887365110218525,0.05000621628795158,0.06006170064210892,0.04998946189880371,0.04243529587984085,0.0007894299658282469,1,89.3925838470459,4.599048376083374
12,0.23041999999999999,0.315,0.132,23.041999999999998,0.405,,0.0015362236000000002,-5.9911920183450835,-5.424285467933964,-5.991848408052963,-6.337518218659094,0.03452063979547433,12,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.160444736480713,-1.9415533542633057,-2.4036624431610107,-216.0444793701172,-1.799068808555603,,0.007122286595404148,0.050006813683293086,0.0663943886756897,0.04999040439724922,0.042055752128362656,0.0008309269100113948,1,96.63541889190674,4.581907749176025
13,0.24922,0.362,0.155,24.922,0.433,,0.0018864115999999997,-5.991167006484009,-5.368059731063753,-5.9919114530573765,-6.468969297166377,0.03552258230140774,13,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.11303448677063,-1.9340922832489014,-2.289647102355957,-211.30345153808594,-1.770125150680542,,0.005486749578267336,0.05000743906894191,0.06828740984201431,0.04998882859945297,0.03938049450516701,0.0008659657909468864,1,103.86166548728943,4.554836750030518
14,0.28385,0.39,0.158,28.385,0.443,,0.0019033075000000003,-5.9911500363602315,-5.450399338608207,-5.991961532775048,-6.454956605283845,0.03683476544131006,14,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.046156167984009,-1.851110577583313,-2.2225348949432373,-204.61561584472656,-1.71987783908844,,0.005653881002217531,0.05000786338695748,0.0655331164598465,0.04998757690191269,0.03965737670660019,0.0008902913499687823,1,111.19907712936401,4.656744718551636
15,0.30922999999999995,0.402,0.162,30.922999999999995,0.501,,0.0019682771,-5.991126562854762,-5.536620574584157,-5.9919753943470555,-6.485994727213201,0.038064115339539004,15,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-2.0015909671783447,-1.8409817218780518,-2.246260643005371,-200.15908813476562,-1.6347819566726685,,0.0059907203540205956,0.050008450320329176,0.06276797503232956,0.04998723044991493,0.03904668241739273,0.0009225831878203019,1,118.60859179496765,4.719442367553711
16,0.31912,0.409,0.226,31.912000000000003,0.502,,0.0014743456,-5.991102063696208,-5.46434347968122,-5.992040232007905,-6.495168611314707,0.03933796122818201,16,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.9753810167312622,-1.7635037899017334,-2.1502645015716553,-197.53810119628906,-1.6187182664871216,,0.004450626205652952,0.05000906290655786,0.06507780402898788,0.0499856099486351,0.03886798769235611,0.0009537649078712206,1,125.95065116882324,4.652609348297119
17,0.3513799999999999,0.435,0.275,35.13799999999999,0.517,,0.0012357355999999997,-5.991076961112208,-5.385904211020662,-5.992004459245434,-6.476798531463017,0.04049118304316888,17,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.9143786430358887,-1.77363121509552,-2.042463779449463,-191.4378662109375,-1.6090539693832397,,0.0035114800557494164,0.05000969058884816,0.06768084317445755,0.04998650401830673,0.03922663629055023,0.0009864281024348355,1,133.2131404876709,4.585333585739136
18,0.36639000000000005,0.471,0.274,36.639,0.507,,0.0014917178999999997,-5.991052935887201,-5.4017233767774195,-5.992041126335165,-6.401115427216514,0.041663366742072064,18,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.8816794157028198,-1.7133554220199585,-2.027581214904785,-188.16793823242188,-1.573614239692688,,0.004776804242283106,0.0500102913394909,0.0671476274728775,0.04998558759689331,0.040739476680755615,0.0010157657183654672,1,140.69362044334412,4.78647518157959
19,0.3893699999999999,0.48,0.298,38.93699999999999,0.567,,0.0011559930999999997,-5.991029817021926,-5.3350859849762235,-5.99210551894886,-6.386993389795788,0.042921663274434446,19,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.835820198059082,-1.7263292074203491,-2.0341227054595947,-183.58201599121094,-1.5035549402236938,,0.0035342646297067404,0.050010869433426045,0.06942258775234222,0.049983978271484375,0.041028156876564026,0.0010457896570810765,1,148.13475799560547,4.752130031585693
20,0.40511,0.504,0.321,40.511,0.528,,0.0011653179,-5.99100425933183,-5.329383725288699,-5.9923043740415745,-6.453000105830663,0.043765160218854196,20,0.05,4.0,0,0,1000.0,1000,1000,100000,1000,,0.0,-1.8054554462432861,-1.6759631633758545,-1.95151686668396,-180.54554748535156,-1.5442074537277222,,0.0033250090200453997,0.05001150851866061,0.06962080299854279,0.04997900873422623,0.039696190506219864,0.001077180159705971,1,155.56766819953918,4.7346227169036865
