,n_reused,unp_rank,workertimes,n_rejected,param_norm,generations,walltimes,grad_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
80,0,1,3.2313241958618164,0,13.679379,80,323.7300925254822,0.28657997,-2.294898748397827,-2.2949752807617188,0.05,-5.9914646,0.05,-2.4582648277282715,-2.0175235271453857,-2.2948873043060303,0.007173340767621994,-229.48873901367188,-2.0039048,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
81,0,1,3.320202589035034,0,13.67306,81,327.64507150650024,0.28582123,-2.2806568145751953,-2.280451536178589,0.05,-5.9914646,0.05,-2.512558937072754,-2.03108811378479,-2.2806177139282227,0.010135236196219921,-228.061767578125,-1.9444077,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
82,0,1,3.487230062484741,0,13.666638,82,331.75529503822327,0.27609044,-2.270965099334717,-2.2710516452789307,0.05,-5.9914646,0.05,-2.4936063289642334,-2.0603244304656982,-2.2708635330200195,0.006178455892950296,-227.0863494873047,-1.9425757,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
83,0,1,3.51816725730896,0,13.660258,83,335.8653793334961,0.28370667,-2.2581875324249268,-2.2582826614379883,0.05,-5.9914646,0.05,-2.4655773639678955,-2.0645716190338135,-2.2581229209899902,0.0075740511529147625,-225.81228637695312,-1.9716287,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
84,0,1,3.427809238433838,0,13.653817,84,339.8818745613098,0.28482625,-2.2720096111297607,-2.2718312740325928,0.05,-5.9914646,0.05,-2.4675745964050293,-2.074892997741699,-2.2721445560455322,0.0073034451343119144,-227.21444702148438,-1.953988,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
85,0,1,3.8364014625549316,0,13.647399,85,344.31090092658997,0.28588054,-2.249483823776245,-2.2493038177490234,0.05,-5.9914646,0.05,-2.4880964756011963,-2.0218052864074707,-2.2496068477630615,0.007578941993415356,-224.96067810058594,-1.9306893,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
86,0,1,3.4558746814727783,0,13.640911,86,348.35776686668396,0.27629086,-2.268953800201416,-2.269162654876709,0.05,-5.9914646,0.05,-2.520770788192749,-2.065364360809326,-2.268716335296631,0.008068837225437164,-226.8716278076172,-1.9696292,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
87,0,1,3.566523551940918,0,13.634527,87,352.5184087753296,0.2792016,-2.233515977859497,-2.2334749698638916,0.05,-5.9914646,0.05,-2.4839112758636475,-1.9536103010177612,-2.2335562705993652,0.008268114179372787,-223.3556365966797,-1.9435238,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
88,0,1,3.45570707321167,0,13.628143,88,356.51946806907654,0.28360733,-2.243830919265747,-2.243781805038452,0.05,-5.9914646,0.05,-2.4732463359832764,-2.043006658554077,-2.2438957691192627,0.007838048972189426,-224.3895721435547,-1.8936913,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
89,0,1,3.534597158432007,0,13.62183,89,360.64577412605286,0.28482231,-2.230125665664673,-2.2300586700439453,0.05,-5.9914646,0.05,-2.460510730743408,-1.947693943977356,-2.2302331924438477,0.00930131133645773,-223.0233154296875,-1.8749304,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
90,0,1,3.489656686782837,0,13.615561,90,364.6760320663452,0.2842039,-2.24599289894104,-2.2460451126098633,0.05,-5.9914646,0.05,-2.4258687496185303,-2.0452797412872314,-2.2459168434143066,0.007922076620161533,-224.5916748046875,-1.9447275,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
91,0,1,3.4775521755218506,0,13.609203,91,368.7442910671234,0.2838679,-2.217057466506958,-2.2169930934906006,0.05,-5.9914646,0.05,-2.4163975715637207,-2.0384738445281982,-2.217090129852295,0.006436634808778763,-221.70901489257812,-1.8991613,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
92,0,1,3.5808186531066895,0,13.602809,92,372.91865587234497,0.2716812,-2.2183279991149902,-2.2181668281555176,0.05,-5.9914646,0.05,-2.382991313934326,-1.9854404926300049,-2.2183890342712402,0.007020524237304926,-221.8389129638672,-1.9078283,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
93,0,1,3.7332828044891357,0,13.59643,93,377.2420892715454,0.28350747,-2.2275750637054443,-2.227696418762207,0.05,-5.9914646,0.05,-2.4402592182159424,-2.0208072662353516,-2.2273592948913574,0.008546660654246807,-222.73593139648438,-1.8907826,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
94,0,1,3.5576961040496826,0,13.590207,94,381.34001302719116,0.27915353,-2.2170498371124268,-2.217008113861084,0.05,-5.9914646,0.05,-2.4496493339538574,-2.037274122238159,-2.217039108276367,0.007605163846164942,-221.7039031982422,-1.8477099,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
95,0,1,3.3675832748413086,0,13.583885,95,385.29970264434814,0.28344074,-2.2027933597564697,-2.202751636505127,0.05,-5.9914646,0.05,-2.4568252563476562,-1.9902400970458984,-2.202824831008911,0.00636714231222868,-220.28248596191406,-1.8586062,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
96,0,1,3.567803382873535,0,13.577531,96,389.453439950943,0.28548643,-2.196486234664917,-2.1965010166168213,0.05,-5.9914646,0.05,-2.4072985649108887,-2.0316734313964844,-2.196528434753418,0.006976783741265535,-219.65283203125,-1.8883146,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
97,0,1,3.6476030349731445,0,13.571175,97,393.68405294418335,0.27222618,-2.2126271724700928,-2.2126057147979736,0.05,-5.9914646,0.05,-2.376955270767212,-2.003006935119629,-2.2126123905181885,0.005375714506953955,-221.26124572753906,-1.8509964,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
98,0,1,3.3631927967071533,0,13.564883,98,397.6307511329651,0.28390208,-2.1871142387390137,-2.1869144439697266,0.05,-5.9914646,0.05,-2.3827109336853027,-1.9096662998199463,-2.1871752738952637,0.006406533066183329,-218.717529296875,-1.8647388,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
99,0,1,3.5518434047698975,0,13.558639,99,401.76734042167664,0.27476394,-2.204242467880249,-2.20414400100708,0.05,-5.9914646,0.05,-2.3678081035614014,-2.0219438076019287,-2.2043163776397705,0.006038184743374586,-220.431640625,-1.8246082,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
