,n_reused,unp_rank,workertimes,n_rejected,param_norm,generations,walltimes,grad_norm,baseline_mu,baseline_sigma,sigma,beta,lr_0,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val,accuracy_min,accuracy_max,accuracy_avg,accuracy_var,accuracy_sum,accuracy_unp,accuracy_val
40,0,4,3.1964759826660156,0,13.933085,40,158.09248781204224,0.2843304,-2.5098507404327393,-2.5098469257354736,0.05,-5.9914646,0.05,-2.6799705028533936,-2.3011257648468018,-2.5098648071289062,0.00830721016973257,-250.98648071289062,-2.3363554,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
41,0,7,3.217987537384033,0,13.926532,41,161.8889524936676,0.27140036,-2.4976165294647217,-2.4976754188537598,0.05,-5.9914646,0.05,-2.7962028980255127,-2.229030132293701,-2.49765682220459,0.010006693191826344,-249.7656707763672,-2.3193636,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
42,0,3,3.400996446609497,0,13.920264,42,165.89072155952454,0.28350702,-2.4825382232666016,-2.4825222492218018,0.05,-5.9914646,0.05,-2.7295944690704346,-2.2646665573120117,-2.4824728965759277,0.009069710038602352,-248.24728393554688,-2.304249,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
43,0,10,3.1942267417907715,0,13.914006,43,169.67783212661743,0.28526115,-2.4843904972076416,-2.4844119548797607,0.05,-5.9914646,0.05,-2.738010883331299,-2.217850923538208,-2.4843926429748535,0.011109484359622002,-248.43927001953125,-2.3531172,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
44,0,6,3.237682819366455,0,13.907743,44,173.50710725784302,0.27990425,-2.4889209270477295,-2.4889607429504395,0.05,-5.9914646,0.05,-2.7972140312194824,-2.3053359985351562,-2.4889321327209473,0.008681916631758213,-248.89320373535156,-2.3338468,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
45,0,15,3.356245756149292,0,13.901605,45,177.4890239238739,0.28755903,-2.4644675254821777,-2.4645519256591797,0.05,-5.9914646,0.05,-2.8167636394500732,-2.2469406127929688,-2.4643454551696777,0.010565399192273617,-246.43455505371094,-2.3439481,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
46,0,2,3.20814847946167,0,13.8952675,46,181.2852303981781,0.28393015,-2.4699628353118896,-2.4699480533599854,0.05,-5.9914646,0.05,-2.692103624343872,-2.226083517074585,-2.4698944091796875,0.00847194530069828,-246.98944091796875,-2.2816856,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
47,0,6,3.2099666595458984,0,13.889019,47,185.08826208114624,0.28440526,-2.448986053466797,-2.4488840103149414,0.05,-5.9914646,0.05,-2.7073593139648438,-2.2299177646636963,-2.449056386947632,0.009299350902438164,-244.9056396484375,-2.2793245,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
48,0,2,3.3037145137786865,0,13.882718,48,188.982435464859,0.28369,-2.4645771980285645,-2.464648962020874,0.05,-5.9914646,0.05,-2.721950054168701,-2.210908889770508,-2.464498996734619,0.009120595641434193,-246.4499053955078,-2.2762127,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
49,0,4,3.175222635269165,0,13.876385,49,192.8564260005951,0.284085,-2.4577229022979736,-2.4575846195220947,0.05,-5.9914646,0.05,-2.776911973953247,-2.2012698650360107,-2.4577741622924805,0.00915607064962387,-245.7774200439453,-2.2719734,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
50,0,5,5.9941465854644775,0,13.87,50,199.58817052841187,0.27664503,-2.4467828273773193,-2.4467039108276367,0.05,-5.9914646,0.05,-2.66841197013855,-2.161344289779663,-2.4468746185302734,0.009076678194105625,-244.6874542236328,-2.2800562,-2.2279525,1000,1000,1000.0,0.0,100000,1000,10000.0,0,0,0.0,0.0,0,0,0.0
51,0,1,3.4754891395568848,0,13.863454,51,203.71388363838196,0.2833386,-2.4419338703155518,-2.4420435428619385,0.05,-5.9914646,0.05,-2.661807060241699,-2.2416021823883057,-2.44189190864563,0.0077667636796832085,-244.18919372558594,-2.2248776,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
52,0,5,3.3248648643493652,0,13.856841,52,207.71899962425232,0.2733262,-2.4231672286987305,-2.4231679439544678,0.05,-5.9914646,0.05,-2.6645848751068115,-2.2074503898620605,-2.4231884479522705,0.008538604713976383,-242.31884765625,-2.2522755,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
53,0,2,3.382234811782837,0,13.850145,53,211.7823760509491,0.2783352,-2.420269250869751,-2.420301914215088,0.05,-5.9914646,0.05,-2.631305456161499,-2.158057689666748,-2.4202663898468018,0.00783997680991888,-242.02664184570312,-2.202605,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
54,0,1,3.269141912460327,0,13.843569,54,215.7841522693634,0.28566265,-2.412691831588745,-2.412666082382202,0.05,-5.9914646,0.05,-2.6095876693725586,-2.2050940990448,-2.412651777267456,0.007175940088927746,-241.26516723632812,-2.1936314,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
55,0,4,3.440995454788208,0,13.837067,55,219.96578860282898,0.28196692,-2.389512062072754,-2.389685869216919,0.05,-5.9914646,0.05,-2.6229493618011475,-2.087261915206909,-2.3894107341766357,0.01102012861520052,-238.94107055664062,-2.1934814,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
56,0,2,3.5343503952026367,0,13.830805,56,224.14814734458923,0.28454834,-2.419877290725708,-2.4197351932525635,0.05,-5.9914646,0.05,-2.648967742919922,-2.1083312034606934,-2.419849157333374,0.009007825516164303,-241.98492431640625,-2.156772,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
57,0,2,3.360426902770996,0,13.824603,57,228.24149250984192,0.28342754,-2.40327787399292,-2.403285026550293,0.05,-5.9914646,0.05,-2.670447826385498,-2.1754257678985596,-2.4032557010650635,0.009733295999467373,-240.3255615234375,-2.2030237,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
58,0,1,3.260592460632324,0,13.818367,58,232.2258791923523,0.28509527,-2.390711545944214,-2.390631675720215,0.05,-5.9914646,0.05,-2.5663297176361084,-2.2120141983032227,-2.390744209289551,0.007554232608526945,-239.07443237304688,-2.1992142,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
59,0,1,3.323923110961914,0,13.812187,59,236.28275346755981,0.283987,-2.3972244262695312,-2.397202253341675,0.05,-5.9914646,0.05,-2.6402406692504883,-2.2039287090301514,-2.3972721099853516,0.0081650884822011,-239.72720336914062,-2.1541567,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
60,0,1,3.45399808883667,0,13.806107,60,240.29431319236755,0.28731573,-2.3769190311431885,-2.3769655227661133,0.05,-5.9914646,0.05,-2.5723776817321777,-2.1983044147491455,-2.3768508434295654,0.007797040976583958,-237.68508911132812,-2.1395724,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
61,0,1,3.428770065307617,0,13.799823,61,244.31322956085205,0.27778608,-2.3951385021209717,-2.3950891494750977,0.05,-5.9914646,0.05,-2.6351726055145264,-2.1620891094207764,-2.395129442214966,0.00841163657605648,-239.51295471191406,-2.1294787,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
62,0,1,3.429298162460327,0,13.793465,62,248.28559732437134,0.2845144,-2.373786449432373,-2.3737640380859375,0.05,-5.9914646,0.05,-2.608214855194092,-2.1868443489074707,-2.3738372325897217,0.007517041172832251,-237.38372802734375,-2.1307378,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
63,0,2,3.7356181144714355,0,13.787102,63,252.61255741119385,0.28267583,-2.361116409301758,-2.3611185550689697,0.05,-5.9914646,0.05,-2.5827720165252686,-2.154865264892578,-2.3610594272613525,0.0072355689480900764,-236.10594177246094,-2.1661737,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
64,0,1,3.4220869541168213,0,13.780593,64,256.62695837020874,0.28537932,-2.3507211208343506,-2.3504741191864014,0.05,-5.9914646,0.05,-2.5506463050842285,-2.179901599884033,-2.3508732318878174,0.005806355271488428,-235.0873260498047,-2.0873895,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
65,0,1,3.0674386024475098,0,13.7741785,65,260.2360088825226,0.285507,-2.3676259517669678,-2.3675341606140137,0.05,-5.9914646,0.05,-2.589155673980713,-2.1906983852386475,-2.3676748275756836,0.008054829202592373,-236.76747131347656,-2.0783563,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
66,0,1,3.3916854858398438,0,13.767737,66,264.21901535987854,0.2859723,-2.345582962036133,-2.3455920219421387,0.05,-5.9914646,0.05,-2.570545196533203,-2.134467601776123,-2.345670223236084,0.008831595070660114,-234.5670166015625,-2.0846968,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
67,0,1,3.4407594203948975,0,13.761159,67,268.2475118637085,0.28383118,-2.343993902206421,-2.344050168991089,0.05,-5.9914646,0.05,-2.6110999584198,-2.144853115081787,-2.343946695327759,0.00820043496787548,-234.39466857910156,-2.0547338,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
68,0,2,3.3493900299072266,0,13.754648,68,272.2078363895416,0.27416512,-2.3449087142944336,-2.3448660373687744,0.05,-5.9914646,0.05,-2.549665927886963,-2.0813543796539307,-2.344933271408081,0.007528718560934067,-234.4933319091797,-2.0860946,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
69,0,1,3.4632887840270996,0,13.748262,69,276.2580108642578,0.28582466,-2.3321280479431152,-2.3321943283081055,0.05,-5.9914646,0.05,-2.5343754291534424,-2.0725231170654297,-2.332050085067749,0.007634993642568588,-233.2050018310547,-2.0193818,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
70,0,1,3.3160195350646973,0,13.741876,70,280.07711005210876,0.28276765,-2.3370301723480225,-2.3372836112976074,0.05,-5.9914646,0.05,-2.611387014389038,-2.153707265853882,-2.3368031978607178,0.008792126551270485,-233.68032836914062,-2.0675368,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
71,0,1,3.426896095275879,0,13.735636,71,284.08683609962463,0.28490534,-2.331977605819702,-2.3321800231933594,0.05,-5.9914646,0.05,-2.542045831680298,-2.077693223953247,-2.3317995071411133,0.009910650551319122,-233.17994689941406,-2.0400193,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
72,0,1,3.4576926231384277,0,13.729549,72,288.1296937465668,0.2857158,-2.316465139389038,-2.316309928894043,0.05,-5.9914646,0.05,-2.5216102600097656,-2.114687204360962,-2.3165817260742188,0.007285103667527437,-231.65817260742188,-2.0527215,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
73,0,1,3.529655933380127,0,13.723346,73,292.2444534301758,0.27413625,-2.315656900405884,-2.3155319690704346,0.05,-5.9914646,0.05,-2.5779471397399902,-2.116788387298584,-2.315699577331543,0.00841431599110365,-231.5699462890625,-2.0174758,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
74,0,1,3.652189254760742,0,13.717113,74,296.478502035141,0.28522205,-2.308670997619629,-2.30861759185791,0.05,-5.9914646,0.05,-2.5209922790527344,-2.1119065284729004,-2.308739423751831,0.006388626527041197,-230.87393188476562,-1.9981332,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
75,0,1,6.195570945739746,0,13.710882,75,303.26691246032715,0.28494,-2.3156394958496094,-2.3156654834747314,0.05,-5.9914646,0.05,-2.485910654067993,-2.145034074783325,-2.31559681892395,0.0066776699386537075,-231.55967712402344,-2.032645,-1.9986603,1000,1000,1000.0,0.0,100000,1000,10000.0,0,0,0.0,0.0,0,0,0.0
76,0,1,3.439664602279663,0,13.704521,76,307.3042643070221,0.28754085,-2.286175489425659,-2.2862396240234375,0.05,-5.9914646,0.05,-2.6006836891174316,-2.0680181980133057,-2.2861945629119873,0.007861576043069363,-228.6194610595703,-1.9776667,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
77,0,1,3.8838999271392822,0,13.698251,77,311.78512716293335,0.28469703,-2.305598258972168,-2.3056631088256836,0.05,-5.9914646,0.05,-2.5148308277130127,-2.0641589164733887,-2.3055837154388428,0.006729036569595337,-230.55838012695312,-1.9322972,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
78,0,1,3.4632697105407715,0,13.691953,78,315.8399796485901,0.2854496,-2.290173053741455,-2.290205478668213,0.05,-5.9914646,0.05,-2.4633049964904785,-2.0737533569335938,-2.2901504039764404,0.006219957023859024,-229.01502990722656,-1.9894416,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
79,0,1,3.4808297157287598,0,13.685675,79,319.91060400009155,0.28542143,-2.2844231128692627,-2.284383535385132,0.05,-5.9914646,0.05,-2.4812705516815186,-2.0002152919769287,-2.2843825817108154,0.007096367888152599,-228.43826293945312,-1.980752,,1000,1000,1000.0,0.0,100000,1000,,0,0,0.0,0.0,0,0,
