,param_norm,unp_rank,grad_norm,n_reused,workertimes,walltimes,n_rejected,generations,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
64,178.23145,11,49.92448,0,27.479252338409424,4379.4243178367615,0,64,151.4019317626953,302.7130126953125,0.050002817,-5.991352081298828,0.049595367,-6.007715702056885,0.0503938,-5.97577428817749,0.050000176,-5.991457462310791,7.469072e-05,0.0030171697,0.05,0.05,0.0,260.0,151.4,2130.0399999999995,15140.0,180.0,,524,1000,973.51,5990.769900000001,97351,1000,
65,179.88043,9,49.877792,0,29.11822485923767,4448.123078584671,0,65,148.60121154785156,297.27423095703125,0.050002713,-5.991355895996094,0.049595438,-6.0077128410339355,0.050396983,-5.975647926330566,0.050000187,-5.991456985473633,7.542893e-05,0.0030464549,0.05,0.05,0.0,260.0,148.6,1930.0399999999995,14860.0,180.0,,660,1000,976.65,4350.2474999999995,97665,1000,
66,181.51534,24,49.842648,0,29.17656421661377,4516.93847990036,0,66,146.20309448242188,292.3912048339844,0.05000262,-5.991359710693359,0.04959655,-6.0076680183410645,0.05040072,-5.975499629974365,0.050000202,-5.991456508636475,7.616103e-05,0.00307547,0.05,0.05,0.0,200.0,146.2,2061.5600000000004,14620.0,160.0,,734,1000,983.89,2497.7579000000005,98389,1000,
67,183.13255,30,49.870056,0,29.32381510734558,4585.436387062073,0,67,149.00218200683594,297.8949890136719,0.05000255,-5.991362571716309,0.049597852,-6.007615566253662,0.050404288,-5.975358009338379,0.050000202,-5.991456508636475,7.688638e-05,0.0031041962,0.05,0.05,0.0,220.0,149.0,2683.0,14900.0,160.0,,682,1000,977.44,3703.2864,97744,1000,
68,184.73093,27,49.93678,0,28.931026220321655,4653.438865184784,0,68,153.59799194335938,307.1754455566406,0.050002456,-5.991366386413574,0.049597744,-6.007619857788086,0.050407737,-5.975221157073975,0.050000202,-5.991456508636475,7.760451e-05,0.0031327119,0.05,0.05,0.0,240.0,153.6,1855.0399999999997,15360.0,160.0,,771,1000,986.95,1754.1874999999998,98695,1000,
69,186.31383,15,49.919838,0,28.560116291046143,4721.269911766052,0,69,154.40045166015625,308.71307373046875,0.050002374,-5.991369724273682,0.049595617,-6.0077056884765625,0.050410442,-5.975113868713379,0.050000213,-5.991456031799316,7.8317375e-05,0.0031609938,0.05,0.05,0.0,240.0,154.4,2120.6399999999994,15440.0,180.0,,715,1000,980.19,3330.253899999999,98019,1000,
70,187.88414,29,49.868557,0,28.72364902496338,4789.148515701294,0,70,146.19512939453125,292.4111022949219,0.05000228,-5.991373062133789,0.049594846,-6.007736682891846,0.050413158,-5.975006103515625,0.05000025,-5.991454601287842,7.9024394e-05,0.0031889863,0.05,0.05,0.0,240.0,146.2,2469.56,14620.0,160.0,,450,1000,971.11,7665.637900000004,97111,1000,
71,189.4446,37,49.880238,0,27.88422465324402,4856.204495668411,0,71,150.40682983398438,300.917236328125,0.050002173,-5.991377830505371,0.04959565,-6.007704257965088,0.05041542,-5.974916458129883,0.050000284,-5.991453170776367,7.9724174e-05,0.0032167148,0.05,0.05,0.0,260.0,150.4,3707.839999999999,15040.0,160.0,,662,1000,967.99,6045.009899999999,96799,1000,
72,190.99059,13,49.772144,0,29.352422952651978,4924.71976518631,0,72,148.18846130371094,296.3140563964844,0.050002094,-5.99138069152832,0.049595524,-6.007709503173828,0.050417017,-5.974853038787842,0.05000031,-5.991452217102051,8.0417354e-05,0.0032442056,0.05,0.05,0.0,220.0,148.2,2192.76,14820.0,180.0,,731,1000,977.4,3571.8999999999987,97740,1000,
73,192.52312,3,49.857468,0,28.71516990661621,4993.203539609909,0,73,148.80526733398438,297.675537109375,0.05000204,-5.991383075714111,0.049591146,-6.007885932922363,0.050418604,-5.974790096282959,0.050000332,-5.991451263427734,8.110459e-05,0.0032715204,0.05,0.05,0.0,280.0,148.8,3082.56,14880.0,220.0,,556,1000,981.5,4164.11,98150,1000,
74,194.0455,3,49.907063,0,28.56727361679077,5061.1424441337585,0,74,143.19090270996094,286.33953857421875,0.050001953,-5.991386413574219,0.049587563,-6.008030414581299,0.050419495,-5.974754810333252,0.050000343,-5.991450786590576,8.1787424e-05,0.0032985269,0.05,0.05,0.0,260.0,143.2,3629.759999999999,14320.0,220.0,,631,1000,987.65,3250.007500000001,98765,1000,
75,195.55629,1,49.89133,0,28.315390825271606,5128.505963802338,0,75,150.00418090820312,299.921142578125,0.05000189,-5.99138879776001,0.049585152,-6.008127689361572,0.05041972,-5.974745750427246,0.050000332,-5.991451263427734,8.246256e-05,0.0033252996,0.05,0.05,0.0,240.0,150.0,2772.0,15000.0,260.0,,734,1000,985.39,2338.397899999999,98539,1000,
76,197.05199,20,49.870415,0,28.64658522605896,5196.213542938232,0,76,155.7964630126953,311.6216735839844,0.050001822,-5.991391658782959,0.049583804,-6.008182048797607,0.050421078,-5.974691867828369,0.050000366,-5.99144983291626,8.313185e-05,0.0033518218,0.05,0.05,0.0,260.0,155.8,3546.36,15580.0,200.0,,677,1000,979.19,3793.953900000001,97919,1000,
77,198.53436,35,49.863716,0,29.589295148849487,5264.931629419327,0,77,146.60089111328125,293.1759948730469,0.050001778,-5.991393566131592,0.04958242,-6.008237838745117,0.050423916,-5.974579334259033,0.050000366,-5.99144983291626,8.379487e-05,0.0033781326,0.05,0.05,0.0,260.0,146.6,3560.4399999999996,14660.0,160.0,,652,1000,984.96,2581.3784,98496,924,
78,200.00507,1,49.91106,0,30.2802791595459,5334.157532930374,0,78,150.7998046875,301.5456237792969,0.050001726,-5.991395473480225,0.049580377,-6.008320331573486,0.050426442,-5.9744791984558105,0.050000343,-5.991450786590576,8.445261e-05,0.0034042553,0.05,0.05,0.0,240.0,150.8,2515.359999999999,15080.0,260.0,,726,1000,990.67,1424.9210999999998,99067,1000,
79,201.46292,23,49.9075,0,30.14985752105713,5403.19619345665,0,79,143.80703735351562,287.6410827636719,0.050001662,-5.991397857666016,0.049578,-6.008416175842285,0.050429918,-5.97434139251709,0.050000343,-5.991450786590576,8.510563e-05,0.0034301765,0.05,0.05,0.0,260.0,143.8,4005.5600000000004,14380.0,180.0,,493,1000,981.62,4744.355599999999,98162,1000,
80,202.90736,4,49.84469,0,29.225526094436646,5471.555646896362,0,80,159.4010772705078,318.8504943847656,0.050001606,-5.991400241851807,0.0495726,-6.008634090423584,0.050432973,-5.974220275878906,0.050000343,-5.991450786590576,8.5753636e-05,0.0034559567,0.05,0.05,0.0,260.0,159.4,2819.64,15940.0,240.0,,685,1000,982.33,2804.0211,98233,1000,
81,204.3361,6,43.704,0,29.2688205242157,5539.940630674362,0,81,161.99310302734375,323.98760986328125,0.050001536,-5.991403102874756,0.049568404,-6.008803367614746,0.05044174,-5.973872661590576,0.050000355,-5.991450309753418,8.639812e-05,0.0034815227,0.05,0.05,0.0,260.0,162.0,1892.0,16200.0,220.0,,723,1000,983.92,2637.5535999999997,98392,1000,
82,205.74828,7,49.89112,0,28.850849390029907,5609.380734443665,0,82,152.6025390625,305.2487487792969,0.05000149,-5.991405010223389,0.049565047,-6.008938789367676,0.05045024,-5.973535537719727,0.050000343,-5.991450786590576,8.703724e-05,0.0035069194,0.05,0.05,0.0,260.0,152.6,2845.24,15260.0,220.0,,676,1000,980.18,3778.6875999999993,98018,1000,
83,207.1435,27,44.397312,0,28.92619514465332,5678.347707271576,0,83,160.80880737304688,321.7161560058594,0.05000144,-5.9914069175720215,0.049562152,-6.0090556144714355,0.05045943,-5.973171234130859,0.050000366,-5.99144983291626,8.767213e-05,0.0035320541,0.05,0.05,0.0,240.0,160.8,2511.36,16080.0,180.0,,638,1000,978.59,4164.061899999999,97859,1000,
84,208.51791,35,43.1596,0,28.647154092788696,5746.220785856247,0,84,160.8032684326172,321.5538330078125,0.050001375,-5.9914093017578125,0.04955699,-6.00926399230957,0.050466903,-5.972875118255615,0.050000392,-5.991448879241943,8.830047e-05,0.0035569873,0.05,0.05,0.0,240.0,160.8,2479.36,16080.0,160.0,,738,1000,984.52,2227.2696,98452,1000,
85,209.87076,12,49.85737,0,29.373704433441162,5815.59718132019,0,85,155.60498046875,311.21453857421875,0.050001334,-5.991411209106445,0.04955207,-6.009462356567383,0.050474446,-5.972576141357422,0.050000392,-5.991448879241943,8.892378e-05,0.0035817483,0.05,0.05,0.0,260.0,155.6,2836.639999999999,15560.0,200.0,,802,1000,990.15,1230.3674999999998,99015,1000,
86,211.20169,34,42.954247,0,28.561020135879517,5883.293576717377,0,86,163.39024353027344,326.7805480957031,0.0500013,-5.99141263961792,0.049547147,-6.0096611976623535,0.0504812,-5.97230863571167,0.050000392,-5.991448879241943,8.9542795e-05,0.003606354,0.05,0.05,0.0,260.0,163.4,2544.4399999999996,16340.0,160.0,,683,1000,973.63,4681.673099999999,97363,1000,
87,212.51187,22,45.773712,0,28.383804321289062,5950.827188968658,0,87,165.396728515625,330.8554382324219,0.05000124,-5.991415023803711,0.04954275,-6.009838581085205,0.050487746,-5.972049236297607,0.050000392,-5.991448879241943,9.015791e-05,0.003630688,0.05,0.05,0.0,260.0,165.4,2534.84,16540.0,200.0,,608,1000,969.73,6148.737099999999,96973,1000,
88,213.80278,9,49.904324,0,29.59549903869629,6019.565187215805,0,88,157.0009307861328,314.0059509277344,0.050001223,-5.991415500640869,0.04953792,-6.01003360748291,0.050493285,-5.971829891204834,0.050000392,-5.991448879241943,9.076624e-05,0.0036548811,0.05,0.05,0.0,240.0,157.0,3115.0,15700.0,220.0,,453,1000,979.64,4832.8504,97964,1000,
89,215.08044,3,49.87244,0,29.081859588623047,6088.038327693939,0,89,158.39993286132812,316.86016845703125,0.05000118,-5.991417407989502,0.049531873,-6.01027774810791,0.05049833,-5.971630096435547,0.050000392,-5.991448879241943,9.137105e-05,0.0036789088,0.05,0.05,0.0,260.0,158.4,3549.44,15840.0,240.0,,483,1000,978.79,5137.925899999999,97879,1000,
90,216.34546,83,49.850525,0,27.74765968322754,6154.936801671982,0,90,164.60122680664062,329.2127685546875,0.050001126,-5.991419315338135,0.049528368,-6.0104193687438965,0.050504457,-5.9713873863220215,0.05000038,-5.991449356079102,9.1971706e-05,0.0037027707,0.05,0.05,0.0,280.0,164.6,4510.839999999999,16460.0,100.0,,562,1000,967.37,7853.793099999999,96737,663,
91,217.60106,3,49.875378,0,29.36315894126892,6223.761965751648,0,91,145.1945037841797,290.4316711425781,0.05000108,-5.991421222686768,0.04952533,-6.010541915893555,0.05050749,-5.971267223358154,0.050000392,-5.991448879241943,9.2568225e-05,0.0037264952,0.05,0.05,0.0,260.0,145.2,4668.959999999999,14520.0,240.0,,578,1000,976.18,5399.7876000000015,97618,1000,
92,218.85535,5,49.919792,0,28.08898639678955,6291.508415699005,0,92,151.00457763671875,302.0229797363281,0.050001044,-5.991422653198242,0.04952309,-6.010632514953613,0.050509684,-5.971180438995361,0.050000392,-5.991448879241943,9.31613e-05,0.0037500297,0.05,0.05,0.0,280.0,151.0,4123.0,15100.0,240.0,,527,1000,971.78,6441.751600000001,97178,1000,
93,220.1046,18,49.864544,0,29.790459394454956,6360.378541707993,0,93,160.80593872070312,321.4668273925781,0.05000101,-5.991424083709717,0.049520835,-6.01072359085083,0.050510466,-5.971149444580078,0.050000403,-5.991448402404785,9.3749644e-05,0.0037733687,0.05,0.05,0.0,280.0,160.8,4591.36,16080.0,220.0,,724,1000,979.76,3381.8623999999986,97976,1000,
94,221.34953,3,49.870434,0,28.24388551712036,6427.9101412296295,0,94,156.38601684570312,312.7792053222656,0.05000098,-5.991425514221191,0.049517587,-6.010854721069336,0.050510235,-5.971158504486084,0.050000392,-5.991448879241943,9.43331e-05,0.0037966275,0.05,0.05,0.0,280.0,156.4,4955.04,15640.0,260.0,,466,1000,971.88,7314.5056,97188,1000,
95,222.58672,24,49.897087,0,28.511796712875366,6495.596088171005,0,95,150.60243225097656,301.2953796386719,0.050000954,-5.991426467895508,0.04951596,-6.010920524597168,0.050508946,-5.971209526062012,0.050000403,-5.991448402404785,9.4914554e-05,0.0038197744,0.05,0.05,0.0,260.0,150.6,4267.64,15060.0,200.0,,610,1000,962.41,7787.1419,96241,1000,
96,223.82115,1,49.86973,0,28.35147476196289,6563.01749753952,0,96,155.216796875,310.42864990234375,0.050000947,-5.991426467895508,0.049510505,-6.011140823364258,0.050508227,-5.971238136291504,0.050000403,-5.991448402404785,9.549322e-05,0.0038428132,0.05,0.05,0.0,240.0,155.2,3640.9599999999996,15520.0,240.0,,546,1000,973.07,5823.6851000000015,97307,1000,
97,225.05072,15,49.90946,0,29.119117736816406,6631.214032173157,0,97,173.80165100097656,347.5065002441406,0.05000089,-5.991428852081299,0.049503777,-6.011412620544434,0.050508466,-5.97122859954834,0.050000403,-5.991448402404785,9.606917e-05,0.0038656872,0.05,0.05,0.0,280.0,173.8,2933.56,17380.0,220.0,,662,1000,982.21,3107.0859,98221,1000,
98,226.28,25,49.865562,0,28.15548872947693,6698.499903202057,0,98,161.60220336914062,323.19183349609375,0.05000087,-5.991429805755615,0.049498077,-6.011642932891846,0.05050944,-5.971189975738525,0.050000366,-5.99144983291626,9.6641e-05,0.0038884073,0.05,0.05,0.0,260.0,161.6,4173.439999999999,16160.0,200.0,,550,1000,975.12,5630.105599999999,97512,1000,
99,227.50403,51,49.870457,0,28.811445236206055,6766.496074438095,0,99,170.59567260742188,341.3006896972656,0.050000846,-5.991430759429932,0.049492095,-6.011884689331055,0.050510574,-5.971145153045654,0.050000392,-5.991448879241943,9.720898e-05,0.003911013,0.05,0.05,0.0,260.0,170.6,2763.64,17060.0,160.0,,495,1000,984.27,4088.6771000000012,98427,830,
