,grad_norm,n_rejected,unp_rank,param_norm,workertimes,generations,n_reused,walltimes,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
64,2.1301422,0,12,124.24351,28.48314881324768,64,0,2223.981990814209,0.0,0.0,0.050026655,-5.990398406982422,0.049991917,-5.991787910461426,0.05001379,-5.990912914276123,0.049999904,-5.99146842956543,1.7641047e-06,7.080419e-05,1.0,1.0,0.0,240.0,142.0,2508.0,14200.0,160.0,,638,1000,960.64,6497.050399999999,96064,965,
65,2.1311297,0,16,124.88004,29.019787311553955,65,0,2258.956314563751,0.0,0.0,0.050026663,-5.990398406982422,0.04999187,-5.991789817810059,0.050013818,-5.990911960601807,0.049999915,-5.9914679527282715,1.7701057e-06,7.104296e-05,1.0,1.0,0.0,220.0,155.4,1254.84,15540.0,160.0,,553,1000,974.07,3791.5450999999994,97407,985,
66,2.1298635,0,18,125.498886,28.857234001159668,66,0,2293.792174577713,0.0,0.0,0.050026663,-5.990398406982422,0.049991835,-5.991791248321533,0.050013866,-5.990910053253174,0.049999915,-5.9914679527282715,1.7760739e-06,7.128086e-05,1.0,1.0,0.0,220.0,147.0,1971.0,14700.0,160.0,,378,1000,958.2,7907.859999999998,95820,980,
67,2.1322455,0,17,126.10112,27.641002416610718,67,0,2327.3460342884064,0.0,0.0,0.050026663,-5.990398406982422,0.04999181,-5.99179220199585,0.050013877,-5.990909576416016,0.049999915,-5.9914679527282715,1.7820196e-06,7.151742e-05,1.0,1.0,0.0,220.0,142.8,2328.16,14280.0,160.0,,596,1000,953.76,7895.362399999999,95376,997,
68,2.13149,0,12,126.68611,28.359918117523193,68,0,2361.662635564804,0.0,0.0,0.050026663,-5.990398406982422,0.049991798,-5.991792678833008,0.050013877,-5.990909576416016,0.049999915,-5.9914679527282715,1.7879357e-06,7.175258e-05,1.0,1.0,0.0,240.0,144.0,1736.0,14400.0,160.0,,507,1000,952.83,8626.5011,95283,996,
69,2.1323433,0,14,127.255974,27.503159999847412,69,0,2395.13033080101,0.0,0.0,0.050026663,-5.990398406982422,0.04999177,-5.991793632507324,0.050013877,-5.990909576416016,0.049999915,-5.9914679527282715,1.7938132e-06,7.1986746e-05,1.0,1.0,0.0,220.0,138.6,2818.0400000000004,13860.0,160.0,,408,1000,943.94,12574.916399999996,94394,970,
70,2.1319013,0,8,127.80985,27.925061225891113,70,0,2429.183743238449,0.0,0.0,0.050026663,-5.990398406982422,0.04999176,-5.991794109344482,0.050013877,-5.990909576416016,0.049999915,-5.9914679527282715,1.7996678e-06,7.2220624e-05,1.0,1.0,0.0,220.0,131.0,2651.0,13100.0,160.0,,635,1000,940.36,10344.930400000001,94036,977,
71,2.1311288,0,20,128.35062,25.75065779685974,71,0,2460.974842786789,0.0,0.0,0.050026663,-5.990398406982422,0.049991738,-5.991795063018799,0.050013877,-5.990909576416016,0.049999915,-5.9914679527282715,1.8055163e-06,7.2453375e-05,1.0,1.0,0.0,220.0,135.0,3011.0,13500.0,160.0,,420,1000,920.76,17279.042400000002,92076,991,
72,2.1316645,0,13,128.8793,26.44329023361206,72,0,2494.3211216926575,0.0,0.0,0.050026666,-5.990398406982422,0.049991705,-5.991796493530273,0.050013855,-5.990910530090332,0.049999915,-5.9914679527282715,1.8113341e-06,7.268574e-05,1.0,1.0,0.0,260.0,141.8,2288.7599999999993,14180.0,160.0,,345,1000,933.58,16024.1036,93358,983,
73,2.1311939,0,14,129.39532,27.768346071243286,73,0,2527.976992368698,0.0,0.0,0.050026666,-5.990398406982422,0.04999168,-5.99179744720459,0.05001383,-5.990911483764648,0.049999915,-5.9914679527282715,1.8171446e-06,7.2916904e-05,1.0,1.0,0.0,220.0,137.4,2389.2400000000007,13740.0,160.0,,371,1000,934.72,11773.841599999994,93472,982,
74,2.1323261,0,12,129.89752,26.821089506149292,74,0,2560.7057604789734,0.0,0.0,0.050026663,-5.990398406982422,0.04999163,-5.991799354553223,0.050013818,-5.990911960601807,0.049999915,-5.9914679527282715,1.8229226e-06,7.314738e-05,1.0,1.0,0.0,220.0,119.4,3667.64,11940.0,160.0,,458,1000,932.46,15623.508399999999,93246,985,
75,2.13213,0,12,130.38861,26.279979705810547,75,0,2592.91193151474,0.0,0.0,0.050026666,-5.990398406982422,0.04999157,-5.991801738739014,0.05001379,-5.990912914276123,0.049999915,-5.9914679527282715,1.8286833e-06,7.3377036e-05,1.0,1.0,0.0,220.0,121.4,3250.0400000000004,12140.0,160.0,,490,1000,908.32,20265.737600000004,90832,967,
76,2.1317563,0,9,130.86446,27.3157160282135,76,0,2626.2159452438354,0.0,0.0,0.050026666,-5.990398406982422,0.04999151,-5.991804122924805,0.05001376,-5.990914344787598,0.049999915,-5.9914679527282715,1.8344256e-06,7.360581e-05,1.0,1.0,0.0,200.0,133.0,2011.0,13300.0,160.0,,425,1000,927.54,15442.2484,92754,967,
77,2.1336546,0,12,131.3299,26.890079021453857,77,0,2658.96572971344,0.0,0.0,0.050026666,-5.990398406982422,0.049991462,-5.9918060302734375,0.05001371,-5.9909162521362305,0.049999915,-5.9914679527282715,1.8401457e-06,7.38334e-05,1.0,1.0,0.0,240.0,134.4,2408.64,13440.0,160.0,,460,1000,933.8,14569.199999999997,93380,988,
78,2.1310408,0,12,131.78604,27.87306046485901,78,0,2692.8470315933228,0.0,0.0,0.050026666,-5.990398406982422,0.049991407,-5.9918084144592285,0.050013673,-5.990917682647705,0.049999915,-5.9914679527282715,1.8458343e-06,7.405963e-05,1.0,1.0,0.0,240.0,136.0,2640.0,13600.0,160.0,,546,1000,934.33,13514.061100000003,93433,990,
79,2.129431,0,13,132.22969,27.370081424713135,79,0,2726.410952568054,0.0,0.0,0.050026674,-5.990397930145264,0.049991354,-5.991810321807861,0.050013635,-5.99091911315918,0.049999915,-5.9914679527282715,1.8514912e-06,7.428551e-05,1.0,1.0,0.0,220.0,141.8,2008.7599999999993,14180.0,160.0,,458,1000,929.77,15887.1371,92977,985,
80,2.129607,0,9,132.66232,27.77229905128479,80,0,2760.186351299286,0.0,0.0,0.050026674,-5.990397930145264,0.04999131,-5.991812229156494,0.05001359,-5.9909210205078125,0.049999915,-5.9914679527282715,1.8571382e-06,7.4510666e-05,1.0,1.0,0.0,260.0,138.2,2168.76,13820.0,160.0,,635,1000,951.11,8531.7179,95111,999,
81,2.1310487,0,13,133.0833,27.970924377441406,81,0,2794.076548576355,0.0,0.0,0.050026678,-5.990397930145264,0.04999126,-5.991814136505127,0.050013542,-5.990922927856445,0.049999915,-5.9914679527282715,1.8627665e-06,7.473467e-05,1.0,1.0,0.0,200.0,138.2,1888.7599999999993,13820.0,160.0,,383,1000,943.29,12863.565899999998,94329,985,
82,2.132471,0,11,133.49391,29.17967414855957,82,0,2829.194052696228,0.0,0.0,0.050026678,-5.990397930145264,0.04999124,-5.991815090179443,0.050013505,-5.99092435836792,0.049999915,-5.9914679527282715,1.8683678e-06,7.495862e-05,1.0,1.0,0.0,220.0,150.2,1283.9599999999998,15020.0,160.0,,429,1000,976.83,4507.6611,97683,991,
83,2.1316903,0,12,133.89508,28.321298360824585,83,0,2863.4490897655487,0.0,0.0,0.050026678,-5.990397930145264,0.049991224,-5.991815567016602,0.05001347,-5.9909257888793945,0.049999915,-5.9914679527282715,1.8739676e-06,7.51817e-05,1.0,1.0,0.0,220.0,144.6,1574.8400000000004,14460.0,160.0,,587,1000,960.02,7228.079600000001,96002,992,
84,2.1303985,0,13,134.28873,27.725820302963257,84,0,2897.267322778702,0.0,0.0,0.05002668,-5.9903974533081055,0.049991213,-5.99181604385376,0.050013423,-5.990927696228027,0.049999915,-5.9914679527282715,1.8795437e-06,7.540437e-05,1.0,1.0,0.0,240.0,143.4,2144.4400000000005,14340.0,160.0,,367,1000,963.05,9268.7875,96305,997,
85,2.1299987,0,11,134.67259,28.193233489990234,85,0,2931.5513303279877,0.0,0.0,0.05002668,-5.9903974533081055,0.049991187,-5.991816997528076,0.05001339,-5.990929126739502,0.049999915,-5.9914679527282715,1.8851094e-06,7.562612e-05,1.0,1.0,0.0,220.0,150.8,1275.36,15080.0,160.0,,557,1000,968.58,4436.6836,96858,987,
86,2.1305382,0,7,135.04483,28.06055760383606,86,0,2965.53262591362,0.0,0.0,0.05002668,-5.9903974533081055,0.049991164,-5.991817951202393,0.050013363,-5.990930080413818,0.049999915,-5.9914679527282715,1.8906537e-06,7.584733e-05,1.0,1.0,0.0,220.0,151.2,1002.56,15120.0,160.0,,478,1000,968.14,5107.8804,96814,968,
87,2.1285748,0,17,135.40703,28.51665759086609,87,0,2999.9832718372345,0.0,0.0,0.05002668,-5.9903974533081055,0.049991176,-5.991817474365234,0.050013326,-5.990931510925293,0.049999915,-5.9914679527282715,1.8961837e-06,7.606754e-05,1.0,1.0,0.0,200.0,154.0,1124.0,15400.0,160.0,,659,1000,972.89,2788.7379000000005,97289,987,
88,2.1333492,0,9,135.75873,28.22532081604004,88,0,3034.1562979221344,0.0,0.0,0.05002668,-5.9903974533081055,0.049991164,-5.991817951202393,0.050013315,-5.990931987762451,0.049999915,-5.9914679527282715,1.9016893e-06,7.628745e-05,1.0,1.0,0.0,220.0,150.4,1115.8400000000004,15040.0,160.0,,638,1000,965.63,5106.6930999999995,96563,970,
89,2.1338463,0,13,136.09863,28.814724683761597,89,0,3068.8784012794495,0.0,0.0,0.05002668,-5.9903974533081055,0.049991164,-5.991817951202393,0.050013304,-5.990932464599609,0.049999915,-5.9914679527282715,1.9071878e-06,7.650596e-05,1.0,1.0,0.0,220.0,151.2,1098.56,15120.0,160.0,,699,1000,970.22,3263.391600000001,97022,964,
90,2.132774,0,15,136.42949,28.757604122161865,90,0,3104.220005750656,0.0,0.0,0.050026692,-5.990396976470947,0.049991176,-5.991817474365234,0.050013326,-5.990931510925293,0.049999915,-5.9914679527282715,1.9126496e-06,7.6723496e-05,1.0,1.0,0.0,220.0,148.6,1186.0400000000002,14860.0,160.0,,501,1000,968.22,3931.5516000000007,96822,988,
91,2.1323943,0,15,136.7527,28.577003002166748,91,0,3138.7395458221436,0.0,0.0,0.050026692,-5.990396976470947,0.049991164,-5.991817951202393,0.050013375,-5.99092960357666,0.049999926,-5.991467475891113,1.9180884e-06,7.694038e-05,1.0,1.0,0.0,280.0,151.4,1466.0399999999997,15140.0,160.0,,619,1000,967.37,3548.8131,96737,964,
92,2.1334164,0,14,137.06746,29.35261058807373,92,0,3174.046427488327,0.0,0.0,0.050026692,-5.990396976470947,0.049991164,-5.991817951202393,0.050013434,-5.990927219390869,0.049999926,-5.991467475891113,1.9235104e-06,7.7155324e-05,1.0,1.0,0.0,220.0,146.8,1297.7600000000002,14680.0,160.0,,562,1000,958.43,7723.325099999999,95843,989,
93,2.1316144,0,13,137.37422,28.500500917434692,93,0,3208.4710824489594,0.0,0.0,0.050026692,-5.990396976470947,0.049991176,-5.991817474365234,0.05001352,-5.990923881530762,0.049999926,-5.991467475891113,1.928884e-06,7.737008e-05,1.0,1.0,0.0,220.0,148.2,1416.76,14820.0,160.0,,540,1000,969.22,4984.631600000001,96922,989,
94,2.1323137,0,14,137.67021,28.951815366744995,94,0,3243.3537356853485,0.0,0.0,0.050026692,-5.990396976470947,0.049991176,-5.991817474365234,0.05001358,-5.990921497344971,0.049999926,-5.991467475891113,1.9342522e-06,7.758493e-05,1.0,1.0,80.0,220.0,147.4,1037.2399999999998,14740.0,160.0,,741,1000,972.5,2703.25,97250,980,
95,2.1341536,0,15,137.95645,27.894447088241577,95,0,3277.150477170944,0.0,0.0,0.050026692,-5.990396976470947,0.049991164,-5.991817951202393,0.050013635,-5.99091911315918,0.049999926,-5.991467475891113,1.939624e-06,7.779937e-05,1.0,1.0,0.0,200.0,135.0,2171.0,13500.0,160.0,,479,1000,953.85,10248.167500000001,95385,989,
96,2.1317756,0,10,138.2371,28.537199020385742,96,0,3311.614665031433,0.0,0.0,0.050026696,-5.990396976470947,0.049991142,-5.991818904876709,0.050013673,-5.990917682647705,0.049999926,-5.991467475891113,1.9449853e-06,7.80135e-05,1.0,1.0,0.0,300.0,146.2,2037.56,14620.0,180.0,,362,1000,959.75,8890.7675,95975,1000,
97,2.133353,0,62,138.51224,29.487870931625366,97,0,3347.0314090251923,0.0,0.0,0.050026696,-5.990396976470947,0.04999112,-5.991819858551025,0.05001371,-5.9909162521362305,0.049999926,-5.991467475891113,1.9503418e-06,7.822628e-05,1.0,1.0,0.0,280.0,148.4,1513.44,14840.0,140.0,,660,1000,971.59,4607.001899999999,97159,1000,
98,2.1306198,0,14,138.77986,28.17034649848938,98,0,3381.1694650650024,0.0,0.0,0.0500267,-5.990396976470947,0.049991094,-5.991820812225342,0.05001376,-5.990914344787598,0.049999926,-5.991467475891113,1.9556605e-06,7.84388e-05,1.0,1.0,0.0,260.0,139.8,3115.9599999999996,13980.0,180.0,,610,1000,966.31,7151.173900000002,96631,877,
99,2.1330018,0,26,139.04257,28.43211817741394,99,0,3415.2817578315735,0.0,0.0,0.0500267,-5.990396976470947,0.049991082,-5.9918212890625,0.05001379,-5.990912914276123,0.049999926,-5.991467475891113,1.9609724e-06,7.8650366e-05,1.0,1.0,0.0,240.0,149.2,2051.36,14920.0,160.0,,458,1000,964.85,6718.8075,96485,1000,
100,2.133985,0,76,139.30367,28.261565923690796,100,0,3449.4720091819763,0.0,0.0,0.0500267,-5.990396976470947,0.049991094,-5.991820812225342,0.050013855,-5.990910530090332,0.049999926,-5.991467475891113,1.9662602e-06,7.886153e-05,1.0,1.0,0.0,240.0,146.6,1768.44,14660.0,120.0,,502,1000,970.64,6025.2104,97064,858,
101,2.1314664,0,27,139.55844,28.100478887557983,101,0,3483.18164396286,0.0,0.0,0.0500267,-5.990396976470947,0.04999112,-5.991819858551025,0.05001391,-5.990908145904541,0.049999926,-5.991467475891113,1.9715405e-06,7.907225e-05,1.0,1.0,0.0,240.0,141.8,2568.759999999999,14180.0,160.0,,614,1000,963.09,7902.021900000001,96309,1000,
102,2.1315408,0,14,139.80722,27.650219678878784,102,0,3516.7667050361633,0.0,0.0,0.050026704,-5.990396499633789,0.049991142,-5.991818904876709,0.05001395,-5.990906715393066,0.049999926,-5.991467475891113,1.976808e-06,7.928236e-05,1.0,1.0,0.0,280.0,151.0,2347.0,15100.0,180.0,,461,1000,968.83,6089.981099999999,96883,1000,
103,2.1314788,0,33,140.04669,28.763946771621704,103,0,3551.7424898147583,0.0,0.0,0.050026704,-5.990396499633789,0.049991164,-5.991817951202393,0.05001397,-5.99090576171875,0.049999926,-5.991467475891113,1.9820616e-06,7.949171e-05,1.0,1.0,0.0,240.0,142.4,3130.240000000001,14240.0,160.0,,578,1000,967.57,6248.9451,96757,1000,
104,2.1335387,0,30,140.27954,27.546170234680176,104,0,3585.2710592746735,0.0,0.0,0.050026704,-5.990396499633789,0.049991142,-5.991818904876709,0.050013985,-5.990905284881592,0.049999926,-5.991467475891113,1.9872962e-06,7.970095e-05,1.0,1.0,0.0,260.0,147.8,3119.160000000001,14780.0,160.0,,464,1000,967.62,7211.1756000000005,96762,1000,
105,2.1332362,0,25,140.50977,28.76624822616577,105,0,3620.05078792572,0.0,0.0,0.050026704,-5.990396499633789,0.04999111,-5.991820335388184,0.050013997,-5.990904808044434,0.049999926,-5.991467475891113,1.9925283e-06,7.9909485e-05,1.0,1.0,0.0,240.0,142.8,2672.160000000001,14280.0,160.0,,572,1000,963.76,7563.242399999999,96376,1000,
106,2.132124,0,30,140.73193,28.690649032592773,106,0,3654.7636818885803,0.0,0.0,0.050026704,-5.990396499633789,0.049991094,-5.991820812225342,0.050014008,-5.990904331207275,0.049999926,-5.991467475891113,1.9977394e-06,8.0117425e-05,1.0,1.0,0.0,260.0,154.2,2410.36,15420.0,160.0,,528,1000,969.1,7164.010000000001,96910,1000,
107,2.1302164,0,33,140.95181,29.11353874206543,107,0,3689.887780189514,0.0,0.0,0.050026707,-5.990396499633789,0.049991094,-5.991820812225342,0.050014045,-5.990902900695801,0.049999926,-5.991467475891113,2.00294e-06,8.0324586e-05,1.0,1.0,0.0,260.0,161.6,1973.44,16160.0,160.0,,497,1000,986.02,3741.679600000001,98602,1000,
108,2.1311483,0,28,141.16771,28.442583560943604,108,0,3724.9833431243896,0.0,0.0,0.050026707,-5.990396499633789,0.049991082,-5.9918212890625,0.050014067,-5.990901947021484,0.049999926,-5.991467475891113,2.00812e-06,8.053162e-05,1.0,1.0,0.0,260.0,151.6,2105.4399999999996,15160.0,160.0,,544,1000,972.25,6609.0875,97225,1000,
109,2.1317534,0,21,141.37868,27.887709140777588,109,0,3758.8092498779297,0.0,0.0,0.050026707,-5.990396499633789,0.049991056,-5.991822242736816,0.05001409,-5.990900993347168,0.049999926,-5.991467475891113,2.013294e-06,8.0738624e-05,1.0,1.0,0.0,240.0,144.6,1862.84,14460.0,160.0,,423,1000,962.55,9863.4675,96255,1000,
110,2.1323068,0,26,141.58372,29.197299003601074,110,0,3793.9446697235107,0.0,0.0,0.050026707,-5.990396499633789,0.049990986,-5.991825103759766,0.05001409,-5.990900993347168,0.049999926,-5.991467475891113,2.0184693e-06,8.094441e-05,1.0,1.0,0.0,240.0,143.0,3107.0,14300.0,160.0,,655,1000,977.26,4546.8724,97726,1000,
111,2.1335795,0,28,141.78206,28.50914216041565,111,0,3828.419733285904,0.0,0.0,0.050026715,-5.990396499633789,0.049990915,-5.991827964782715,0.05001409,-5.990900993347168,0.049999926,-5.991467475891113,2.0236134e-06,8.114928e-05,1.0,1.0,0.0,280.0,148.0,3448.0,14800.0,160.0,,509,1000,968.08,9340.373599999997,96808,1000,
112,2.132275,0,16,141.9777,27.873612642288208,112,0,3862.3409185409546,0.0,0.0,0.050026707,-5.990396499633789,0.049990844,-5.991830825805664,0.050014067,-5.990901947021484,0.049999926,-5.991467475891113,2.028735e-06,8.135435e-05,1.0,1.0,0.0,260.0,130.2,4283.959999999999,13020.0,180.0,,618,1000,963.44,8038.066399999999,96344,1000,
113,2.1325808,0,27,142.16733,27.255533695220947,113,0,3895.5435638427734,0.0,0.0,0.050026707,-5.990396499633789,0.049990784,-5.991833209991455,0.05001408,-5.990901470184326,0.049999926,-5.991467475891113,2.033863e-06,8.155908e-05,1.0,1.0,0.0,220.0,131.8,4184.759999999999,13180.0,160.0,,478,1000,961.22,11046.1716,96122,1000,
114,2.1318977,0,23,142.35744,28.251452684402466,114,0,3929.7444648742676,0.0,0.0,0.050026715,-5.990396499633789,0.049990714,-5.991836071014404,0.05001409,-5.990900993347168,0.049999926,-5.991467475891113,2.0389816e-06,8.176422e-05,1.0,1.0,0.0,240.0,124.4,4660.64,12440.0,160.0,,438,1000,956.31,12583.453899999997,95631,1000,
115,2.134137,0,30,142.54355,28.402973890304565,115,0,3964.404180765152,0.0,0.0,0.050026707,-5.990396499633789,0.049990643,-5.9918389320373535,0.050014127,-5.990899562835693,0.049999926,-5.991467475891113,2.0441082e-06,8.1969454e-05,1.0,1.0,0.0,280.0,137.2,4160.160000000001,13720.0,160.0,,621,1000,971.59,5327.5619,97159,1000,
116,2.1321914,0,32,142.72563,28.44511580467224,116,0,3998.856639623642,0.0,0.0,0.050026715,-5.990396499633789,0.049990594,-5.991840839385986,0.050014175,-5.9908976554870605,0.049999926,-5.991467475891113,2.04924e-06,8.2173756e-05,1.0,1.0,0.0,240.0,134.0,4364.0,13400.0,160.0,,611,1000,972.69,6027.453899999999,97269,1000,
117,2.132058,0,11,142.90485,28.430778980255127,117,0,4033.3240208625793,0.0,0.0,0.050026715,-5.990396499633789,0.049990535,-5.991843223571777,0.05001422,-5.990895748138428,0.049999926,-5.991467475891113,2.0543473e-06,8.237766e-05,1.0,1.0,0.0,260.0,125.4,4734.839999999999,12540.0,200.0,,625,1000,971.07,6766.745100000001,97107,1000,
118,2.1331258,0,20,143.07921,28.08648991584778,118,0,4067.531879901886,0.0,0.0,0.050026715,-5.990396499633789,0.049990486,-5.99184513092041,0.05001427,-5.990893840789795,0.049999926,-5.991467475891113,2.0594446e-06,8.2581704e-05,1.0,1.0,0.0,240.0,133.6,4391.040000000001,13360.0,180.0,,536,1000,953.74,12861.572400000005,95374,1000,
119,2.130389,0,29,143.2482,29.1866295337677,119,0,4102.770696640015,0.0,0.0,0.050026715,-5.990396499633789,0.049990427,-5.991847515106201,0.050014306,-5.99089241027832,0.049999926,-5.991467475891113,2.064547e-06,8.27851e-05,1.0,1.0,0.0,260.0,141.8,3464.759999999999,14180.0,160.0,,599,1000,973.69,5125.313900000001,97369,1000,
120,2.1305227,0,27,143.41379,28.849451065063477,120,0,4137.539514541626,0.0,0.0,0.050026715,-5.990396499633789,0.049990356,-5.99185037612915,0.050014317,-5.990891933441162,0.049999926,-5.991467475891113,2.069633e-06,8.298768e-05,1.0,1.0,0.0,240.0,142.2,2527.16,14220.0,160.0,,516,1000,968.17,6464.1211,96817,1000,
121,2.1327155,0,32,143.57823,29.08331274986267,121,0,4172.61017036438,0.0,0.0,0.050026715,-5.990396499633789,0.049990308,-5.991852283477783,0.050014332,-5.990891456604004,0.049999926,-5.991467475891113,2.0746975e-06,8.3188614e-05,1.0,1.0,0.0,260.0,145.4,3246.839999999999,14540.0,160.0,,485,1000,976.76,5254.0824,97676,1000,
122,2.1345053,0,30,143.73903,29.72603464126587,122,0,4208.319607257843,0.0,0.0,0.050026715,-5.990396499633789,0.049990248,-5.991854667663574,0.050014343,-5.990890979766846,0.049999926,-5.991467475891113,2.0797195e-06,8.338869e-05,1.0,1.0,0.0,260.0,141.2,3598.56,14120.0,160.0,,803,1000,986.32,1589.5976000000003,98632,1000,
123,2.1323287,0,31,143.89474,28.900807857513428,123,0,4243.201278448105,0.0,0.0,0.050026715,-5.990396499633789,0.049990214,-5.991856098175049,0.050014365,-5.990890026092529,0.049999926,-5.991467475891113,2.0847222e-06,8.35888e-05,1.0,1.0,0.0,280.0,144.2,3914.3600000000006,14420.0,160.0,,528,1000,981.19,4962.9538999999995,98119,1000,
124,2.1338468,0,32,144.0441,29.10147762298584,124,0,4278.26810503006,0.0,0.0,0.050026715,-5.990396499633789,0.049990162,-5.991858005523682,0.0500144,-5.990888595581055,0.049999926,-5.991467475891113,2.0897264e-06,8.37886e-05,1.0,1.0,0.0,260.0,152.0,3248.0,15200.0,160.0,,522,1000,976.33,5872.581099999999,97633,1000,
125,2.1314223,0,38,144.18741,29.655969381332397,125,0,4314.001388311386,0.0,0.0,0.050026715,-5.990396499633789,0.04999013,-5.991859436035156,0.050014436,-5.99088716506958,0.049999926,-5.991467475891113,2.0947189e-06,8.398811e-05,1.0,1.0,0.0,260.0,156.0,2984.0,15600.0,160.0,,566,1000,982.67,3462.2210999999998,98267,1000,
126,2.1341374,0,25,144.3255,29.20513129234314,126,0,4349.940252304077,0.0,0.0,0.050026715,-5.990396499633789,0.04999014,-5.991858959197998,0.050014473,-5.9908857345581055,0.049999937,-5.991466999053955,2.0997081e-06,8.418714e-05,1.0,1.0,0.0,260.0,148.8,2378.56,14880.0,160.0,,585,1000,975.28,5997.801599999999,97528,1000,
127,2.131161,0,9,144.45926,28.675203800201416,127,0,4384.587765455246,0.0,0.0,0.05002672,-5.990396022796631,0.0499902,-5.991856575012207,0.050014496,-5.990884780883789,0.049999937,-5.991466999053955,2.104685e-06,8.438524e-05,1.0,1.0,0.0,260.0,153.8,2253.5600000000004,15380.0,200.0,,577,1000,972.04,5895.3784,97204,963,
128,2.1323068,0,6,144.5891,28.734816312789917,128,0,4419.18358039856,0.0,0.0,0.05002672,-5.990396022796631,0.04999026,-5.991854190826416,0.050014507,-5.990884304046631,0.049999937,-5.991466999053955,2.1096362e-06,8.458328e-05,1.0,1.0,0.0,300.0,162.2,2159.16,16220.0,220.0,,680,1000,977.37,4217.5731,97737,964,
129,2.1338909,0,3,144.71779,28.528055667877197,129,0,4453.489937543869,0.0,0.0,0.05002672,-5.990396022796631,0.049990308,-5.991852283477783,0.050014507,-5.990884304046631,0.049999937,-5.991466999053955,2.114587e-06,8.478109e-05,1.0,1.0,20.0,260.0,160.6,1747.6399999999994,16060.0,220.0,,704,1000,977.89,3688.8979000000018,97789,1000,
130,2.1330957,0,17,144.84274,28.58395004272461,130,0,4488.0062465667725,0.0,0.0,0.05002672,-5.990396022796631,0.049990345,-5.991850852966309,0.050014485,-5.990885257720947,0.049999937,-5.991466999053955,2.1195328e-06,8.497895e-05,1.0,1.0,20.0,240.0,157.8,1623.16,15780.0,180.0,,687,1000,984.12,2719.7856000000006,98412,1000,
131,2.1313655,0,7,144.96423,28.155596256256104,131,0,4522.149012565613,0.0,0.0,0.05002672,-5.990396022796631,0.049990367,-5.991849899291992,0.050014462,-5.990886211395264,0.049999937,-5.991466999053955,2.12448e-06,8.517671e-05,1.0,1.0,100.0,260.0,165.2,1444.9600000000005,16520.0,220.0,,651,1000,968.13,6490.5731000000005,96813,1000,
132,2.133119,0,10,145.0821,28.1501886844635,132,0,4556.222735404968,0.0,0.0,0.05002672,-5.990396022796631,0.049990393,-5.991848945617676,0.050014436,-5.99088716506958,0.049999937,-5.991466999053955,2.1294234e-06,8.537382e-05,1.0,1.0,0.0,240.0,156.0,1904.0,15600.0,200.0,,647,1000,970.01,4831.8099,97001,1000,
133,2.132101,0,16,145.19766,27.828489780426025,133,0,4589.983587503433,0.0,0.0,0.05002672,-5.990396022796631,0.049990416,-5.991847991943359,0.050014425,-5.990887641906738,0.049999937,-5.991466999053955,2.134352e-06,8.55705e-05,1.0,1.0,20.0,260.0,162.0,2324.0,16200.0,200.0,,668,1000,969.05,5483.4875,96905,912,
134,2.1335077,0,26,145.30815,29.377658128738403,134,0,4625.085275888443,0.0,0.0,0.050026722,-5.990396022796631,0.049990438,-5.991847038269043,0.05001441,-5.9908881187438965,0.049999937,-5.991466999053955,2.1392689e-06,8.576655e-05,1.0,1.0,0.0,240.0,161.0,2107.0,16100.0,180.0,,758,1000,989.4,1497.4199999999996,98940,1000,
135,2.132504,0,16,145.41725,28.768428325653076,135,0,4659.898305654526,0.0,0.0,0.050026722,-5.990396022796631,0.04999046,-5.991846084594727,0.0500144,-5.990888595581055,0.049999937,-5.991466999053955,2.14417e-06,8.5961714e-05,1.0,1.0,0.0,260.0,163.0,2035.0,16300.0,200.0,,706,1000,992.26,1310.7924000000007,99226,1000,
136,2.1338701,0,2,145.52399,28.34372091293335,136,0,4694.158187866211,0.0,0.0,0.050026722,-5.990396022796631,0.04999045,-5.991846561431885,0.050014388,-5.990889072418213,0.049999937,-5.991466999053955,2.1490475e-06,8.615664e-05,1.0,1.0,0.0,240.0,157.0,2163.0,15700.0,220.0,,463,1000,978.76,5187.322400000001,97876,1000,
137,2.1318705,0,40,145.6305,28.507943630218506,137,0,4728.579851150513,0.0,0.0,0.050026722,-5.990396022796631,0.049990438,-5.991847038269043,0.050014365,-5.990890026092529,0.049999937,-5.991466999053955,2.1539201e-06,8.635136e-05,1.0,1.0,0.0,260.0,156.6,2880.44,15660.0,160.0,,587,1000,973.16,5749.7944000000025,97316,878,
138,2.130931,0,1,145.73447,28.84713339805603,138,0,4763.120729446411,0.0,0.0,0.050026722,-5.990396022796631,0.04999045,-5.991846561431885,0.050014343,-5.990890979766846,0.049999937,-5.991466999053955,2.1587905e-06,8.65461e-05,1.0,1.0,0.0,260.0,160.4,2759.839999999999,16040.0,260.0,,690,1000,966.92,5137.5336,96692,1000,
