,grad_norm,n_reused,unp_rank,walltimes,generations,n_rejected,param_norm,workertimes,baseline_mu,baseline_sigma,sigma_avg,beta_avg,sigma_min,beta_min,sigma_max,beta_max,sigma_med,beta_med,sigma_std,beta_std,lr_0,lr_1,return_min,return_max,return_avg,return_var,return_sum,return_unp,return_val,observations_min,observations_max,observations_avg,observations_var,observations_sum,observations_unp,observations_val
15,2.4958978,0,10,1075.5082969665527,15,0,62.307182,29.28899645805359,152.5974578857422,305.2000427246094,0.050026566,-5.9904022216796875,0.049993325,-5.991731643676758,0.050009955,-5.9910664558410645,0.049999963,-5.991466045379639,1.3153084e-06,5.506696e-05,1.0,1.0,0.0,200.0,152.6,901.2399999999994,15260.0,160.0,,730,1000,965.57,3593.5650999999993,96557,992,
16,2.4945526,0,10,1144.2714159488678,16,0,65.173256,29.378774881362915,145.40480041503906,290.76708984375,0.05002657,-5.9904022216796875,0.049992952,-5.991746425628662,0.050010227,-5.991055488586426,0.049999963,-5.991466045379639,1.3766709e-06,5.7530433e-05,1.0,1.0,0.0,200.0,145.4,1686.84,14540.0,160.0,,653,1000,967.21,4428.845899999999,96721,983,
17,2.496662,0,7,1212.938443660736,17,0,68.00845,28.794186115264893,148.79849243164062,297.510009765625,0.050026577,-5.990401744842529,0.049992654,-5.991758346557617,0.050010502,-5.991044521331787,0.049999963,-5.991466045379639,1.438258e-06,5.9995036e-05,1.0,1.0,0.0,200.0,148.8,1370.56,14880.0,160.0,,718,1000,977.07,2064.3851,97707,982,
18,2.4958174,0,9,1281.7680661678314,18,0,70.80457,28.605727195739746,145.7996826171875,291.66448974609375,0.050026577,-5.990401744842529,0.0499923,-5.991772651672363,0.05001073,-5.991035461425781,0.049999963,-5.991466045379639,1.4998739e-06,6.245416e-05,1.0,1.0,0.0,200.0,145.8,1514.3600000000006,14580.0,160.0,,623,1000,958.43,5906.7251000000015,95843,982,
19,2.4959764,0,9,1349.565273284912,19,0,73.55752,28.572516918182373,147.19859313964844,294.4549560546875,0.05002659,-5.990401268005371,0.04999194,-5.991786956787109,0.05001099,-5.991024971008301,0.049999963,-5.991466045379639,1.5613522e-06,6.490896e-05,1.0,1.0,0.0,240.0,147.2,1628.16,14720.0,160.0,,525,1000,956.4,6937.64,95640,975,
20,2.4945269,0,10,1417.324747800827,20,0,76.2599,28.292522192001343,142.39752197265625,284.80938720703125,0.050026607,-5.990400314331055,0.04999164,-5.9917988777160645,0.050011255,-5.99101448059082,0.049999963,-5.991466045379639,1.6227242e-06,6.7355184e-05,1.0,1.0,0.0,220.0,142.4,2010.2400000000002,14240.0,160.0,,495,1000,949.27,8933.6171,94927,971,
21,2.494224,0,7,1484.317237854004,21,0,78.90562,27.858896017074585,140.59588623046875,281.2331237792969,0.05002661,-5.990400314331055,0.04999138,-5.991809368133545,0.05001167,-5.990997791290283,0.049999975,-5.9914655685424805,1.683878e-06,6.9787224e-05,1.0,1.0,0.0,220.0,140.6,1811.6399999999994,14060.0,160.0,,417,1000,947.52,8468.689600000002,94752,978,
22,2.4925153,0,10,1552.2457358837128,22,0,81.4965,28.508193016052246,149.60032653808594,299.25048828125,0.05002662,-5.9903998374938965,0.04999113,-5.991819381713867,0.050012052,-5.990982532501221,0.049999975,-5.9914655685424805,1.7446805e-06,7.220409e-05,1.0,1.0,0.0,200.0,149.6,1211.8400000000001,14960.0,160.0,,586,1000,966.26,3843.4724000000006,96626,990,
23,2.4927387,0,6,1620.729989528656,23,0,84.02477,28.552032232284546,145.39724731445312,290.84307861328125,0.050026644,-5.99039888381958,0.049990866,-5.991829872131348,0.05001236,-5.990970134735107,0.049999975,-5.9914655685424805,1.8051039e-06,7.460245e-05,1.0,1.0,0.0,200.0,145.4,1862.84,14540.0,160.0,,659,1000,970.87,3600.8131,97087,990,
24,2.4933903,0,5,1688.2995188236237,24,0,86.49455,28.10229992866516,150.39764404296875,300.8338623046875,0.050026663,-5.990398406982422,0.04999069,-5.991837024688721,0.050012685,-5.990957260131836,0.049999975,-5.9914655685424805,1.865063e-06,7.6981225e-05,1.0,1.0,0.0,220.0,150.4,1331.8400000000004,15040.0,160.0,,656,1000,969.2,2831.64,96920,981,
25,2.4938235,0,6,1755.8993031978607,25,0,88.90284,27.829769611358643,135.7921905517578,271.63043212890625,0.050026678,-5.990397930145264,0.049990475,-5.991845607757568,0.05001285,-5.990950584411621,0.049999975,-5.9914655685424805,1.9245315e-06,7.933551e-05,1.0,1.0,0.0,200.0,135.8,2498.3600000000006,13580.0,160.0,,638,1000,956.93,7652.405099999999,95693,978,
26,2.494906,0,9,1824.1257121562958,26,0,91.246895,28.794174432754517,144.4012908935547,288.7483215332031,0.050026696,-5.990396976470947,0.04999013,-5.991859436035156,0.050012957,-5.990946292877197,0.049999975,-5.9914655685424805,1.9833888e-06,8.166525e-05,1.0,1.0,0.0,200.0,144.4,1908.6399999999996,14440.0,160.0,,657,1000,968.44,3921.1864,96844,981,
